2021-11-13 17:31:31,540|Key.enter|release
2021-11-13 17:31:35,777|Key.shift|press
2021-11-13 17:31:35,931|'P'|press
2021-11-13 17:31:35,991|Key.shift|release
2021-11-13 17:31:36,013|'p'|release
2021-11-13 17:31:36,158|'o'|press
2021-11-13 17:31:36,225|'o'|release
2021-11-13 17:31:36,246|'r'|press
2021-11-13 17:31:36,335|'r'|release
2021-11-13 17:31:36,421|'t'|press
2021-11-13 17:31:36,488|'t'|release
2021-11-13 17:31:36,593|'e'|press
2021-11-13 17:31:36,684|'e'|release
2021-11-13 17:31:36,798|'z'|press
2021-11-13 17:31:36,863|'z'|release
2021-11-13 17:31:36,973|Key.space|press
2021-11-13 17:31:37,038|Key.space|release
2021-11-13 17:31:37,483|'c'|press
2021-11-13 17:31:37,572|'c'|release
2021-11-13 17:31:37,645|'e'|press
2021-11-13 17:31:37,734|'e'|release
2021-11-13 17:31:37,789|Key.space|press
2021-11-13 17:31:37,855|Key.space|release
2021-11-13 17:31:37,962|'v'|press
2021-11-13 17:31:38,025|'v'|release
2021-11-13 17:31:38,086|'i'|press
2021-11-13 17:31:38,152|'i'|release
2021-11-13 17:31:38,174|'e'|press
2021-11-13 17:31:38,261|'e'|release
2021-11-13 17:31:38,333|'u'|press
2021-11-13 17:31:38,401|'u'|release
2021-11-13 17:31:38,447|'x'|press
2021-11-13 17:31:38,534|'x'|release
2021-11-13 17:31:38,616|Key.space|press
2021-11-13 17:31:38,686|Key.space|release
2021-11-13 17:31:38,908|'w'|press
2021-11-13 17:31:38,975|'w'|release
2021-11-13 17:31:39,242|'h'|press
2021-11-13 17:31:39,310|'h'|release
2021-11-13 17:31:39,474|'y'|press
2021-11-13 17:31:39,540|'y'|release
2021-11-13 17:31:40,580|Key.backspace|press
2021-11-13 17:31:40,647|Key.backspace|release
2021-11-13 17:31:43,407|'i'|press
2021-11-13 17:31:43,471|'i'|release
2021-11-13 17:31:43,528|'s'|press
2021-11-13 17:31:43,596|'s'|release
2021-11-13 17:31:43,650|'k'|press
2021-11-13 17:31:43,739|'k'|release
2021-11-13 17:31:44,138|'y'|press
2021-11-13 17:31:44,203|'y'|release
2021-11-13 17:31:45,175|Key.space|press
2021-11-13 17:31:45,285|Key.space|release
2021-11-13 17:31:45,411|'a'|press
2021-11-13 17:31:45,498|'a'|release
2021-11-13 17:31:45,500|'u'|press
2021-11-13 17:31:45,566|'u'|release
2021-11-13 17:31:45,614|Key.space|press
2021-11-13 17:31:45,678|Key.space|release
2021-11-13 17:31:45,763|'j'|press
2021-11-13 17:31:45,849|'j'|release
2021-11-13 17:31:45,948|'u'|press
2021-11-13 17:31:46,013|'u'|release
2021-11-13 17:31:46,101|'g'|press
2021-11-13 17:31:46,171|'g'|release
2021-11-13 17:31:46,274|'e'|press
2021-11-13 17:31:46,361|'e'|release
2021-11-13 17:31:46,384|Key.space|press
2021-11-13 17:31:46,451|Key.space|release
2021-11-13 17:31:46,551|'b'|press
2021-11-13 17:31:46,595|'l'|press
2021-11-13 17:31:46,618|'b'|release
2021-11-13 17:31:46,684|'l'|release
2021-11-13 17:31:46,743|'o'|press
2021-11-13 17:31:46,812|'o'|release
2021-11-13 17:31:46,939|'n'|press
2021-11-13 17:31:47,028|'n'|release
2021-11-13 17:31:47,069|'d'|press
2021-11-13 17:31:47,135|'d'|release
2021-11-13 17:31:47,157|Key.space|press
2021-11-13 17:31:47,245|Key.space|release
2021-11-13 17:31:47,316|'q'|press
2021-11-13 17:31:47,384|'u'|press
2021-11-13 17:31:47,407|'q'|release
2021-11-13 17:31:47,429|'u'|release
2021-11-13 17:31:47,518|'i'|press
2021-11-13 17:31:47,587|'i'|release
2021-11-13 17:31:47,636|Key.space|press
2021-11-13 17:31:47,728|Key.space|release
2021-11-13 17:31:47,789|'f'|press
2021-11-13 17:31:47,854|'f'|release
2021-11-13 17:31:47,906|'u'|press
2021-11-13 17:31:47,995|'u'|release
2021-11-13 17:31:48,190|'m'|press
2021-11-13 17:31:48,280|'m'|release
2021-11-13 17:31:48,338|'e'|press
2021-11-13 17:31:48,404|'e'|release
2021-11-13 17:31:49,237|Key.shift_r|press
2021-11-13 17:31:49,456|'.'|press
2021-11-13 17:31:49,521|'.'|release
2021-11-13 17:31:49,543|Key.shift_r|release
2021-11-13 17:31:49,695|Key.enter|press
2021-11-13 17:31:49,739|Key.enter|release
2021-11-13 17:31:51,168|Key.shift|press
2021-11-13 17:31:51,276|'J'|press
2021-11-13 17:31:51,321|Key.shift|release
2021-11-13 17:31:51,322|'j'|release
2021-11-13 17:31:51,488|'o'|press
2021-11-13 17:31:51,577|'o'|release
2021-11-13 17:31:51,679|'e'|press
2021-11-13 17:31:51,746|'e'|release
2021-11-13 17:31:51,766|'y'|press
2021-11-13 17:31:51,833|'y'|release
2021-11-13 17:31:51,973|'u'|press
2021-11-13 17:31:52,043|'u'|release
2021-11-13 17:31:52,107|'x'|press
2021-11-13 17:31:52,174|'x'|release
2021-11-13 17:31:52,894|Key.backspace|press
2021-11-13 17:31:52,982|Key.backspace|release
2021-11-13 17:31:53,064|Key.backspace|press
2021-11-13 17:31:53,131|Key.backspace|release
2021-11-13 17:31:53,235|Key.backspace|press
2021-11-13 17:31:53,322|Key.backspace|release
2021-11-13 17:31:53,398|Key.backspace|press
2021-11-13 17:31:53,464|Key.backspace|release
2021-11-13 17:31:53,843|'y'|press
2021-11-13 17:31:53,890|'y'|release
2021-11-13 17:31:53,922|'e'|press
2021-11-13 17:31:53,986|'e'|release
2021-11-13 17:31:54,032|'u'|press
2021-11-13 17:31:54,097|'u'|release
2021-11-13 17:31:54,176|'x'|press
2021-11-13 17:31:54,261|'x'|release
2021-11-13 17:31:56,000|','|press
2021-11-13 17:31:56,065|','|release
2021-11-13 17:31:56,088|Key.space|press
2021-11-13 17:31:56,176|Key.space|release
2021-11-13 17:31:56,215|'i'|press
2021-11-13 17:31:56,303|'i'|release
2021-11-13 17:31:56,460|'v'|press
2021-11-13 17:31:56,526|'v'|release
2021-11-13 17:31:56,568|'r'|press
2021-11-13 17:31:56,636|'e'|press
2021-11-13 17:31:56,659|'r'|release
2021-11-13 17:31:56,726|'e'|release
2021-11-13 17:31:56,872|','|press
2021-11-13 17:31:56,959|','|release
2021-11-13 17:31:57,118|Key.space|press
2021-11-13 17:31:57,187|Key.space|release
2021-11-13 17:31:58,360|'f'|press
2021-11-13 17:31:58,429|'f'|release
2021-11-13 17:31:58,543|'a'|press
2021-11-13 17:31:58,631|'a'|release
2021-11-13 17:31:58,766|'t'|press
2021-11-13 17:31:58,830|'t'|release
2021-11-13 17:31:58,851|'i'|press
2021-11-13 17:31:58,920|'i'|release
2021-11-13 17:31:58,922|'g'|press
2021-11-13 17:31:58,985|'g'|release
2021-11-13 17:31:59,072|'u'|press
2021-11-13 17:31:59,135|'u'|release
2021-11-13 17:31:59,245|'é'|press
2021-11-13 17:31:59,311|'é'|release
2021-11-13 17:31:59,670|','|press
2021-11-13 17:31:59,735|','|release
2021-11-13 17:31:59,836|Key.space|press
2021-11-13 17:31:59,904|Key.space|release
2021-11-13 17:32:01,132|'l'|press
2021-11-13 17:32:01,221|'l'|release
2021-11-13 17:32:01,223|'e'|press
2021-11-13 17:32:01,289|'e'|release
2021-11-13 17:32:01,340|Key.space|press
2021-11-13 17:32:01,404|Key.space|release
2021-11-13 17:32:01,487|'n'|press
2021-11-13 17:32:01,576|'n'|release
2021-11-13 17:32:01,598|'e'|press
2021-11-13 17:32:01,644|'e'|release
2021-11-13 17:32:01,829|'z'|press
2021-11-13 17:32:01,897|'z'|release
2021-11-13 17:32:01,965|Key.space|press
2021-11-13 17:32:02,029|Key.space|release
2021-11-13 17:32:02,152|'q'|press
2021-11-13 17:32:02,221|'q'|release
2021-11-13 17:32:02,222|'u'|press
2021-11-13 17:32:02,285|'u'|release
2021-11-13 17:32:02,363|'i'|press
2021-11-13 17:32:02,428|'i'|release
2021-11-13 17:32:02,480|Key.space|press
2021-11-13 17:32:02,590|Key.space|release
2021-11-13 17:32:02,649|'p'|press
2021-11-13 17:32:02,738|'p'|release
2021-11-13 17:32:02,852|'i'|press
2021-11-13 17:32:02,919|'i'|release
2021-11-13 17:32:02,958|'q'|press
2021-11-13 17:32:03,048|'q'|release
2021-11-13 17:32:03,049|'u'|press
2021-11-13 17:32:03,136|'u'|release
2021-11-13 17:32:03,184|'e'|press
2021-11-13 17:32:03,274|'e'|release
2021-11-13 17:32:04,827|','|press
2021-11-13 17:32:04,895|','|release
2021-11-13 17:32:04,986|Key.space|press
2021-11-13 17:32:05,053|Key.space|release
2021-11-13 17:32:05,233|Key.shift|press
2021-11-13 17:32:05,452|'C'|press
2021-11-13 17:32:05,499|Key.shift|release
2021-11-13 17:32:05,519|'c'|release
2021-11-13 17:32:05,602|'l'|press
