 2021-10-19 09:51:15,713 - 'o'
 2021-10-19 09:51:16,180 - 'g'
 2021-10-19 09:51:16,292 - 'g'
 2021-10-19 09:51:16,392 - 'e'
 2021-10-19 09:51:16,501 - 'r'
 2021-10-19 09:51:16,937 - Key.down
 2021-10-19 09:51:17,108 - Key.down
 2021-10-19 09:51:17,255 - Key.down
 2021-10-19 09:51:17,417 - Key.down
 2021-10-19 09:51:17,539 - Key.down
 2021-10-19 09:51:17,769 - Key.backspace
 2021-10-19 09:51:17,896 - Key.backspace
 2021-10-19 09:51:18,062 - Key.backspace
 2021-10-19 09:51:18,724 - 'p'
 2021-10-19 09:51:18,874 - 'y'
 2021-10-19 09:51:19,156 - Key.enter
 2021-10-19 09:51:20,049 - Key.enter
 2021-10-19 09:51:27,509 - Key.ctrl_l
 2021-10-19 09:51:27,724 - '\x03'
 2021-10-19 09:51:30,833 - Key.ctrl_l
 2021-10-19 09:51:31,340 - Key.ctrl_l
 2021-10-19 09:51:31,370 - Key.ctrl_l
 2021-10-19 09:51:31,401 - Key.ctrl_l
 2021-10-19 09:51:31,446 - Key.ctrl_l
 2021-10-19 09:51:31,477 - Key.ctrl_l
 2021-10-19 09:51:31,509 - Key.ctrl_l
 2021-10-19 09:51:31,540 - Key.ctrl_l
 2021-10-19 09:51:31,573 - Key.ctrl_l
 2021-10-19 09:51:31,603 - Key.ctrl_l
 2021-10-19 09:51:31,636 - Key.ctrl_l
 2021-10-19 09:51:31,666 - Key.ctrl_l
 2021-10-19 09:51:31,697 - Key.ctrl_l
 2021-10-19 09:51:31,744 - Key.ctrl_l
 2021-10-19 09:51:31,776 - Key.ctrl_l
 2021-10-19 09:51:31,806 - Key.ctrl_l
 2021-10-19 09:51:31,838 - Key.ctrl_l
 2021-10-19 09:51:31,868 - Key.ctrl_l
 2021-10-19 09:51:31,870 - '\x16'
 2021-10-19 09:51:32,605 - Key.enter
 2021-10-19 09:51:35,846 - Key.ctrl_l
 2021-10-19 09:51:36,055 - '\x03'
 2021-10-19 09:51:40,294 - Key.enter
 2021-10-19 09:51:40,357 - Key.ctrl_l
 2021-10-19 09:51:40,451 - '\x16'
 2021-10-19 09:52:03,583 - Key.ctrl_l
 2021-10-19 09:52:03,735 - '\x13'
 2021-10-19 09:52:07,449 - Key.backspace
 2021-10-19 09:52:13,031 - Key.backspace
 2021-10-19 09:52:15,229 - Key.backspace
 2021-10-19 09:52:28,630 - 'l'
 2021-10-19 09:52:28,692 - 's'
 2021-10-19 09:52:28,782 - Key.enter
 2021-10-19 09:52:36,974 - 'c'
 2021-10-19 09:52:37,111 - 'l'
 2021-10-19 09:52:37,383 - 'e'
 2021-10-19 09:52:37,505 - 'a'
 2021-10-19 09:52:37,632 - 'r'
 2021-10-19 09:52:37,695 - Key.enter
 2021-10-19 09:52:38,782 - 'c'
 2021-10-19 09:52:38,841 - 'd'
 2021-10-19 09:52:38,934 - Key.space
 2021-10-19 09:52:39,056 - Key.shift
 2021-10-19 09:52:39,147 - 'D'
 2021-10-19 09:52:39,270 - 'O'
 2021-10-19 09:52:39,366 - 'c'
 2021-10-19 09:52:39,485 - Key.tab
 2021-10-19 09:52:39,960 - Key.backspace
 2021-10-19 09:52:40,105 - Key.backspace
 2021-10-19 09:52:40,915 - 'o'
 2021-10-19 09:52:41,064 - 'c'
 2021-10-19 09:52:41,265 - Key.tab
 2021-10-19 09:52:41,466 - Key.tab
 2021-10-19 09:52:41,732 - Key.backspace
 2021-10-19 09:52:41,876 - Key.backspace
 2021-10-19 09:52:42,019 - Key.backspace
 2021-10-19 09:52:42,158 - Key.backspace
 2021-10-19 09:52:42,286 - Key.backspace
 2021-10-19 09:52:42,415 - Key.backspace
 2021-10-19 09:52:42,553 - Key.backspace
 2021-10-19 09:52:42,781 - Key.backspace
 2021-10-19 09:52:43,165 - 'c'
 2021-10-19 09:52:43,226 - 'd'
 2021-10-19 09:52:43,352 - Key.space
 2021-10-19 09:52:43,815 - Key.backspace
 2021-10-19 09:52:43,955 - Key.backspace
 2021-10-19 09:52:44,105 - Key.backspace
 2021-10-19 09:52:44,237 - Key.backspace
 2021-10-19 09:52:48,162 - 'b'
 2021-10-19 09:52:48,463 - 'a'
 2021-10-19 09:52:48,588 - 's'
 2021-10-19 09:52:48,647 - 'h'
 2021-10-19 09:52:48,958 - Key.enter
 2021-10-19 09:53:20,409 - 'c'
 2021-10-19 09:53:20,506 - 'd'
 2021-10-19 09:53:20,569 - Key.space
 2021-10-19 09:53:20,655 - Key.shift
 2021-10-19 09:53:20,747 - 'D'
 2021-10-19 09:53:20,839 - 'O'
 2021-10-19 09:53:20,945 - 'c'
 2021-10-19 09:53:21,039 - 'u'
 2021-10-19 09:53:21,145 - 'e'
 2021-10-19 09:53:21,243 - 'm'
 2021-10-19 09:53:21,511 - Key.backspace
 2021-10-19 09:53:21,653 - Key.backspace
 2021-10-19 09:53:21,790 - Key.backspace
 2021-10-19 09:53:21,932 - Key.backspace
 2021-10-19 09:53:22,044 - Key.backspace
 2021-10-19 09:53:22,301 - 'c'
 2021-10-19 09:53:22,428 - 'u'
 2021-10-19 09:53:22,879 - Key.backspace
 2021-10-19 09:53:23,029 - Key.backspace
 2021-10-19 09:53:23,517 - 'o'
 2021-10-19 09:53:23,639 - 'c'
 2021-10-19 09:53:23,708 - 'u'
 2021-10-19 09:53:23,805 - 'e'
 2021-10-19 09:53:23,868 - 'm'
 2021-10-19 09:53:24,002 - 'n'
 2021-10-19 09:53:24,030 - 't'
 2021-10-19 09:53:24,198 - 's'
 2021-10-19 09:53:24,502 - Key.backspace
 2021-10-19 09:53:24,665 - Key.backspace
 2021-10-19 09:53:24,822 - Key.backspace
 2021-10-19 09:53:24,975 - Key.backspace
 2021-10-19 09:53:25,132 - Key.backspace
 2021-10-19 09:53:25,343 - 'm'
 2021-10-19 09:53:25,696 - 'e'
 2021-10-19 09:53:25,824 - 'n'
 2021-10-19 09:53:25,917 - 't'
 2021-10-19 09:53:26,046 - 's'
 2021-10-19 09:53:26,141 - Key.space
 2021-10-19 09:53:26,699 - Key.enter
 2021-10-19 09:53:28,926 - 'c'
 2021-10-19 09:53:29,022 - 'd'
 2021-10-19 09:53:29,084 - Key.space
 2021-10-19 09:54:43,973 - 'c'
 2021-10-19 09:54:44,034 - 'd'
 2021-10-19 09:54:44,100 - Key.space
 2021-10-19 09:54:44,292 - ';'
 2021-10-19 09:54:44,320 - Key.ctrl_l
 2021-10-19 09:54:44,444 - <190>
 2021-10-19 09:54:44,835 - Key.backspace
 2021-10-19 09:54:44,980 - Key.ctrl_l
 2021-10-19 09:54:45,374 - <190>
 2021-10-19 09:54:45,695 - Key.backspace
 2021-10-19 09:54:45,838 - Key.backspace
 2021-10-19 09:54:45,982 - Key.backspace
 2021-10-19 09:54:46,250 - Key.shift
 2021-10-19 09:54:46,405 - '.'
 2021-10-19 09:54:46,559 - '.'
 2021-10-19 09:54:46,666 - Key.enter
 2021-10-19 09:54:50,974 - 'l'
 2021-10-19 09:54:51,070 - 's'
 2021-10-19 09:54:51,129 - Key.enter
 2021-10-19 09:54:54,667 - 'c'
 2021-10-19 09:54:54,756 - 'l'
 2021-10-19 09:54:54,875 - 'e'
 2021-10-19 09:54:54,941 - 'a'
 2021-10-19 09:54:55,039 - 'r'
 2021-10-19 09:54:55,093 - Key.enter
 2021-10-19 09:54:56,817 - 'c'
 2021-10-19 09:54:56,878 - 'd'
 2021-10-19 09:54:56,942 - Key.space
 2021-10-19 09:54:57,905 - Key.shift
 2021-10-19 09:54:58,025 - 'D'
 2021-10-19 09:54:58,248 - 'o'
 2021-10-19 09:54:58,409 - Key.tab
 2021-10-19 09:54:59,352 - Key.backspace
 2021-10-19 09:54:59,854 - Key.backspace
 2021-10-19 09:54:59,886 - Key.backspace
 2021-10-19 09:54:59,933 - Key.backspace
 2021-10-19 09:54:59,964 - Key.backspace
 2021-10-19 09:54:59,995 - Key.backspace
 2021-10-19 09:55:00,026 - Key.backspace
 2021-10-19 09:55:00,057 - Key.backspace
 2021-10-19 09:55:00,088 - Key.backspace
 2021-10-19 09:55:00,119 - Key.backspace
 2021-10-19 09:55:00,149 - Key.backspace
 2021-10-19 09:55:00,197 - Key.backspace
 2021-10-19 09:55:00,227 - Key.backspace
 2021-10-19 09:55:00,258 - Key.backspace
 2021-10-19 09:55:00,289 - Key.backspace
 2021-10-19 09:55:00,321 - Key.backspace
 2021-10-19 09:55:00,352 - Key.backspace
 2021-10-19 09:55:00,383 - Key.backspace
 2021-10-19 09:55:00,413 - Key.backspace
 2021-10-19 09:55:00,461 - Key.backspace
 2021-10-19 09:55:00,490 - Key.backspace
 2021-10-19 09:55:00,523 - Key.backspace
 2021-10-19 09:55:00,553 - Key.backspace
 2021-10-19 09:55:00,584 - Key.backspace
 2021-10-19 09:55:00,713 - Key.backspace
 2021-10-19 09:55:01,114 - 'c'
 2021-10-19 09:55:01,235 - 'u'
 2021-10-19 09:55:01,890 - Key.tab
 2021-10-19 09:55:02,449 - 'm'
 2021-10-19 09:55:02,678 - 'e'
 2021-10-19 09:55:02,981 - Key.backspace
 2021-10-19 09:55:03,139 - Key.backspace
 2021-10-19 09:55:03,284 - Key.backspace
 2021-10-19 09:55:03,410 - Key.backspace
 2021-10-19 09:55:03,550 - Key.backspace
 2021-10-19 09:55:03,701 - Key.backspace
 2021-10-19 09:55:04,502 - 'h'
 2021-10-19 09:55:04,563 - 'u'
 2021-10-19 09:55:04,683 - 'g'
 2021-10-19 09:55:04,774 - 'o'
 2021-10-19 09:55:05,563 - 'd'
 2021-10-19 09:55:05,691 - Key.enter
 2021-10-19 09:55:06,704 - 'c'
 2021-10-19 09:55:06,765 - 'd'
 2021-10-19 09:55:06,892 - Key.space
 2021-10-19 09:55:07,029 - Key.shift
 2021-10-19 09:55:07,184 - 'U'
 2021-10-19 09:55:07,377 - 's'
 2021-10-19 09:55:07,661 - Key.tab
 2021-10-19 09:55:08,451 - 'e'
 2021-10-19 09:55:08,603 - 'r'
 2021-10-19 09:55:08,723 - 's'
 2021-10-19 09:55:08,844 - Key.enter
 2021-10-19 09:55:09,629 - 'c'
 2021-10-19 09:55:09,718 - 'd'
 2021-10-19 09:55:09,809 - Key.space
 2021-10-19 09:55:09,949 - 'u'
 2021-10-19 09:55:09,979 - 's'
 2021-10-19 09:55:10,142 - 'e'
 2021-10-19 09:55:10,302 - 'r'
 2021-10-19 09:55:10,390 - 's'
 2021-10-19 09:55:10,485 - Key.enter
 2021-10-19 09:55:12,333 - 'l'
 2021-10-19 09:55:12,397 - 's'
 2021-10-19 09:55:12,460 - Key.enter
 2021-10-19 09:55:56,978 - 'c'
 2021-10-19 09:55:57,067 - 'd'
 2021-10-19 09:55:57,132 - Key.space
 2021-10-19 09:55:57,285 - Key.shift
 2021-10-19 09:55:57,410 - '.'
 2021-10-19 09:55:57,562 - '.'
 2021-10-19 09:55:57,881 - Key.backspace
 2021-10-19 09:55:59,515 - Key.shift
 2021-10-19 09:55:59,612 - '.'
 2021-10-19 09:55:59,767 - Key.enter
 2021-10-19 09:56:01,125 - 'c'
 2021-10-19 09:56:01,216 - 'd'
 2021-10-19 09:56:01,277 - Key.space
 2021-10-19 09:56:01,472 - Key.shift
 2021-10-19 09:56:01,622 - 'D'
 2021-10-19 09:56:01,843 - 'e'
 2021-10-19 09:56:01,984 - 's'
 2021-10-19 09:56:02,079 - 'k'
 2021-10-19 09:56:02,223 - 't'
 2021-10-19 09:56:02,363 - 'p'
 2021-10-19 09:56:02,830 - Key.backspace
 2021-10-19 09:56:03,119 - 'p'
 2021-10-19 09:56:03,242 - ['^']
 2021-10-19 09:56:03,624 - Key.backspace
 2021-10-19 09:56:04,208 - Key.backspace
 2021-10-19 09:56:04,386 - Key.backspace
 2021-10-19 09:56:04,530 - Key.backspace
 2021-10-19 09:56:04,686 - Key.backspace
 2021-10-19 09:56:04,827 - Key.backspace
 2021-10-19 09:56:04,967 - Key.backspace
 2021-10-19 09:56:05,107 - Key.backspace
 2021-10-19 09:56:05,254 - Key.backspace
 2021-10-19 09:56:06,041 - 'c'
 2021-10-19 09:56:06,132 - 'd'
 2021-10-19 09:56:06,167 - Key.space
 2021-10-19 09:56:06,262 - Key.shift
 2021-10-19 09:56:06,386 - '.'
 2021-10-19 09:56:06,538 - '.'
 2021-10-19 09:56:06,699 - Key.enter
 2021-10-19 09:56:07,239 - 'c'
 2021-10-19 09:56:07,302 - 'd'
 2021-10-19 09:56:07,425 - Key.space
 2021-10-19 09:56:07,515 - Key.shift
 2021-10-19 09:56:07,633 - '.'
 2021-10-19 09:56:07,782 - '.'
 2021-10-19 09:56:07,904 - Key.enter
 2021-10-19 09:56:08,296 - 'l'
 2021-10-19 09:56:08,416 - 's'
 2021-10-19 09:56:08,475 - Key.enter
 2021-10-19 09:56:11,716 - 'c'
 2021-10-19 09:56:11,809 - 'd'
 2021-10-19 09:56:11,871 - Key.space
 2021-10-19 09:56:13,436 - Key.backspace
 2021-10-19 09:56:13,596 - Key.backspace
 2021-10-19 09:56:13,717 - Key.backspace
 2021-10-19 09:56:13,847 - Key.backspace
 2021-10-19 09:56:17,146 - 'c'
 2021-10-19 09:56:17,268 - 'm'
 2021-10-19 09:56:17,366 - 'd'
 2021-10-19 09:56:17,457 - Key.enter
 2021-10-19 09:56:18,714 - 'b'
 2021-10-19 09:56:18,810 - 'a'
 2021-10-19 09:56:18,899 - 's'
 2021-10-19 09:56:18,962 - 'h'
 2021-10-19 09:56:19,266 - Key.enter
 2021-10-19 09:56:25,251 - 'c'
 2021-10-19 09:56:25,312 - 'd'
 2021-10-19 09:56:25,373 - Key.space
 2021-10-19 09:56:25,662 - Key.shift
 2021-10-19 09:56:25,844 - 'D'
 2021-10-19 09:56:26,109 - 'o'
 2021-10-19 09:56:26,200 - 'c'
 2021-10-19 09:56:26,346 - 'i'
 2021-10-19 09:56:26,348 - 'u'
 2021-10-19 09:56:26,940 - Key.backspace
 2021-10-19 09:56:27,100 - Key.backspace
 2021-10-19 09:56:32,361 - 'b'
 2021-10-19 09:56:32,452 - 'a'
 2021-10-19 09:56:32,510 - 's'
 2021-10-19 09:56:32,574 - 'h'
 2021-10-19 09:56:34,831 - Key.backspace
 2021-10-19 09:56:34,981 - Key.backspace
 2021-10-19 09:56:35,138 - Key.backspace
 2021-10-19 09:56:35,258 - Key.backspace
 2021-10-19 09:56:35,379 - Key.backspace
 2021-10-19 09:56:38,679 - Key.shift
 2021-10-19 09:56:39,187 - Key.shift
 2021-10-19 09:56:39,218 - Key.shift
 2021-10-19 09:56:39,250 - Key.shift
 2021-10-19 09:56:39,282 - Key.shift
 2021-10-19 09:56:39,312 - Key.shift
 2021-10-19 09:56:39,344 - Key.shift
 2021-10-19 09:56:39,390 - Key.shift
 2021-10-19 09:56:39,420 - Key.shift
 2021-10-19 09:56:39,451 - Key.shift
 2021-10-19 09:56:39,482 - Key.shift
 2021-10-19 09:56:39,512 - Key.shift
 2021-10-19 09:56:39,543 - Key.shift
 2021-10-19 09:56:39,589 - Key.shift
 2021-10-19 09:56:39,620 - Key.shift
 2021-10-19 09:56:39,652 - Key.shift
 2021-10-19 09:56:39,684 - Key.shift
 2021-10-19 09:56:39,714 - Key.shift
 2021-10-19 09:56:39,746 - Key.shift
 2021-10-19 09:56:39,777 - Key.shift
 2021-10-19 09:56:39,809 - Key.shift
 2021-10-19 09:56:39,840 - Key.shift
 2021-10-19 09:56:39,871 - Key.shift
 2021-10-19 09:56:39,918 - Key.shift
 2021-10-19 09:56:39,949 - Key.shift
 2021-10-19 09:56:39,980 - Key.shift
 2021-10-19 09:56:40,011 - Key.shift
 2021-10-19 09:56:40,043 - Key.shift
 2021-10-19 09:56:40,074 - Key.shift
 2021-10-19 09:56:40,104 - Key.shift
 2021-10-19 09:56:40,135 - Key.shift
 2021-10-19 09:56:40,182 - Key.shift
 2021-10-19 09:56:40,214 - Key.shift
 2021-10-19 09:56:40,244 - Key.shift
 2021-10-19 09:56:40,276 - Key.shift
 2021-10-19 09:56:40,308 - Key.shift
 2021-10-19 09:56:40,339 - Key.shift
 2021-10-19 09:56:40,369 - Key.shift
 2021-10-19 09:56:40,401 - Key.shift
 2021-10-19 09:56:40,446 - Key.shift
 2021-10-19 09:56:40,477 - Key.shift
 2021-10-19 09:56:40,508 - Key.shift
 2021-10-19 09:56:40,539 - Key.shift
 2021-10-19 09:56:40,570 - Key.shift
 2021-10-19 09:56:40,602 - Key.shift
 2021-10-19 09:56:40,633 - Key.shift
 2021-10-19 09:56:40,665 - Key.shift
 2021-10-19 09:56:40,712 - Key.shift
 2021-10-19 09:56:40,743 - Key.shift
 2021-10-19 09:56:40,773 - Key.shift
 2021-10-19 09:56:40,804 - Key.shift
 2021-10-19 09:56:40,834 - Key.shift
 2021-10-19 09:56:40,865 - Key.shift
 2021-10-19 09:56:40,896 - Key.shift
 2021-10-19 09:56:40,927 - Key.shift
 2021-10-19 09:56:40,973 - Key.shift
 2021-10-19 09:56:41,004 - Key.shift
 2021-10-19 09:56:41,035 - Key.shift
 2021-10-19 09:56:41,066 - Key.shift
 2021-10-19 09:56:41,098 - Key.shift
 2021-10-19 09:56:41,128 - Key.shift
 2021-10-19 09:56:41,159 - Key.shift
 2021-10-19 09:56:41,206 - Key.shift
 2021-10-19 09:56:41,236 - Key.shift
 2021-10-19 09:56:41,268 - Key.shift
 2021-10-19 09:56:41,299 - Key.shift
 2021-10-19 09:56:41,330 - Key.shift
 2021-10-19 09:56:41,361 - Key.shift
 2021-10-19 09:56:41,392 - Key.shift
 2021-10-19 09:56:42,865 - Key.shift
 2021-10-19 09:56:44,314 - Key.shift
 2021-10-19 09:56:44,829 - Key.shift
 2021-10-19 09:56:44,860 - Key.shift
 2021-10-19 09:56:44,891 - Key.shift
 2021-10-19 09:56:47,432 - Key.shift
 2021-10-19 09:56:47,932 - Key.shift
 2021-10-19 09:56:48,198 - Key.shift
 2021-10-19 09:56:54,631 - Key.shift
 2021-10-19 09:57:38,066 - 'u'
 2021-10-19 09:57:38,207 - 'm'
 2021-10-19 09:57:38,305 - 'e'
 2021-10-19 09:57:38,396 - 'n'
 2021-10-19 09:57:38,487 - 't'
 2021-10-19 09:57:38,581 - 's'
 2021-10-19 09:57:38,636 - Key.space
 2021-10-19 09:57:38,728 - Key.enter
 2021-10-19 09:57:39,755 - 'l'
 2021-10-19 09:57:39,817 - 's'
 2021-10-19 09:57:39,850 - Key.enter
 2021-10-19 09:57:41,136 - 'c'
 2021-10-19 09:57:41,231 - 'd'
 2021-10-19 09:57:41,261 - Key.space
 2021-10-19 09:57:42,521 - Key.shift
 2021-10-19 09:57:42,637 - 'O'
 2021-10-19 09:57:42,792 - 'T'
 2021-10-19 09:57:43,670 - <98>
 2021-10-19 09:57:43,885 - Key.enter
 2021-10-19 09:57:46,655 - 'c'
 2021-10-19 09:57:46,715 - 'l'
 2021-10-19 09:57:46,841 - 'e'
 2021-10-19 09:57:46,904 - 'a'
 2021-10-19 09:57:46,995 - 'r'
 2021-10-19 09:57:47,086 - Key.enter
 2021-10-19 09:57:47,685 - 'l'
 2021-10-19 09:57:47,743 - 's'
 2021-10-19 09:57:47,807 - Key.enter
 2021-10-19 09:57:49,974 - 'c'
 2021-10-19 09:57:50,070 - 'd'
 2021-10-19 09:57:50,105 - Key.space
 2021-10-19 09:57:50,236 - Key.shift
 2021-10-19 09:57:50,360 - 'D'
 2021-10-19 09:57:51,171 - 'a'
 2021-10-19 09:57:51,362 - 't'
 2021-10-19 09:57:51,511 - 'a'
 2021-10-19 09:57:51,634 - 'm'
 2021-10-19 09:57:52,065 - Key.backspace
 2021-10-19 09:57:52,156 - Key.shift
 2021-10-19 09:57:52,279 - 'M'
 2021-10-19 09:57:52,454 - 'i'
 2021-10-19 09:57:52,546 - 'n'
 2021-10-19 09:57:52,738 - 'n'
 2021-10-19 09:57:53,446 - Key.backspace
 2021-10-19 09:57:54,190 - 'i'
 2021-10-19 09:57:54,279 - 'n'
 2021-10-19 09:57:54,345 - 'g'
 2021-10-19 09:57:54,523 - Key.enter
 2021-10-19 09:58:28,439 - 'g'
 2021-10-19 09:58:28,532 - 't'
 2021-10-19 09:58:28,534 - 'i'
 2021-10-19 09:58:28,683 - Key.space
 2021-10-19 09:58:29,216 - Key.backspace
 2021-10-19 09:58:29,374 - Key.backspace
 2021-10-19 09:58:29,505 - Key.backspace
 2021-10-19 09:58:29,639 - 'i'
 2021-10-19 09:58:29,734 - 't'
 2021-10-19 09:58:29,853 - Key.space
 2021-10-19 09:58:30,072 - 'c'
 2021-10-19 09:58:30,424 - Key.backspace
 2021-10-19 09:58:30,718 - 'c'
 2021-10-19 09:58:30,809 - 'l'
 2021-10-19 09:58:30,979 - 'o'
 2021-10-19 09:58:31,043 - 'n'
 2021-10-19 09:58:31,197 - 'e'
 2021-10-19 09:58:31,294 - Key.space
 2021-10-19 09:58:32,365 - Key.enter
 2021-10-19 09:58:40,325 - 'g'
 2021-10-19 09:58:40,416 - 'i'
 2021-10-19 09:58:40,488 - 't'
 2021-10-19 09:58:40,578 - Key.space
 2021-10-19 09:58:41,353 - 'a'
 2021-10-19 09:58:41,503 - 'd'
 2021-10-19 09:58:41,627 - 'd'
 2021-10-19 09:58:41,747 - Key.space
 2021-10-19 09:58:42,377 - '*'
 2021-10-19 09:58:42,595 - Key.enter
 2021-10-19 09:58:50,296 - 'a'
 2021-10-19 09:58:50,531 - 'f'
 2021-10-19 09:58:50,661 - 'f'
 2021-10-19 09:58:51,579 - Key.backspace
 2021-10-19 09:58:51,747 - Key.backspace
 2021-10-19 09:58:51,898 - Key.backspace
 2021-10-19 09:58:53,656 - Key.cmd
 2021-10-19 09:58:53,841 - 'p'
 2021-10-19 09:59:38,430 - Key.cmd
 2021-10-19 09:59:38,708 - 'p'
 2021-10-19 10:00:46,046 - 'l'
 2021-10-19 10:00:46,138 - 's'
 2021-10-19 10:00:46,196 - Key.enter
 2021-10-19 10:00:58,875 - 'c'
 2021-10-19 10:00:58,936 - 'd'
 2021-10-19 10:00:58,997 - Key.space
 2021-10-19 10:00:59,373 - Key.shift
 2021-10-19 10:00:59,582 - 'D'
 2021-10-19 10:01:00,295 - 'a'
 2021-10-19 10:01:00,894 - Key.tab
 2021-10-19 10:01:01,204 - Key.enter
 2021-10-19 10:01:02,051 - 'c'
 2021-10-19 10:01:02,173 - 'l'
 2021-10-19 10:01:03,199 - 'e'
 2021-10-19 10:01:03,321 - 'a'
 2021-10-19 10:01:03,476 - 'r'
 2021-10-19 10:01:03,595 - Key.enter
 2021-10-19 10:01:04,440 - 'l'
 2021-10-19 10:01:04,501 - 's'
 2021-10-19 10:01:04,592 - Key.enter
 2021-10-19 10:01:06,029 - 'g'
 2021-10-19 10:01:06,121 - 'i'
 2021-10-19 10:01:06,181 - 't'
 2021-10-19 10:01:06,279 - Key.space
 2021-10-19 10:01:06,390 - 'c'
 2021-10-19 10:01:06,453 - 'l'
 2021-10-19 10:01:06,608 - 'o'
 2021-10-19 10:01:06,672 - 'n'
 2021-10-19 10:01:06,735 - 'e'
