|Key|Shift|HD_mean|HD_std|DL_mean|DL_std
0|Key.shift|1|0.2678681318681318|0.24793433235485224|-0.12186813186813186|0.21231198321147915
1|'P'|1|0.0895|0.014168627315304747|0.42125|0.19823266002351883
2|'o'|0|0.09156666666666666|0.020608547309847493|0.10318333333333334|0.1509375689555858
3|'r'|0|0.09092187499999999|0.02083664491909326|0.0968125|0.1581908336274577
4|'t'|0|0.07723529411764707|0.017161960027115737|0.128|0.21583272389951055
5|'e'|0|0.08777922077922078|0.02098491936966298|0.0662012987012987|0.14247371048769508
6|'z'|0|0.08171874999999999|0.019115168020122135|0.17259375|0.30023645466688004
7|Key.space|0|0.08834716981132075|0.015941882701409633|0.11411320754716982|0.15059154557658808
8|'c'|0|29.192125|29.036221863551308|-23.233|23.87204548036608
9|'v'|0|0.08434615384615385|0.018603023550141002|0.0616923076923077|0.16245396252732158
10|'i'|0|0.08517241379310346|0.015237360993153369|0.08257758620689654|0.11471036621993469
11|'u'|0|0.08714035087719298|0.017580330512522134|0.0487280701754386|0.08559392963880452
12|'x'|0|0.07178947368421051|0.011546605549813838|0.12268421052631578|0.1100894624870724
13|'w'|0|0.09217647058823529|0.021013259942845742|0.11700000000000002|0.19922880727208814
14|'h'|0|0.07970588235294118|0.016351883165097|0.13494117647058823|0.1411000773703191
15|'s'|0|0.08018461538461538|0.013373788724668528|0.10435384615384617|0.1581069191079963
16|'k'|0|0.08814285714285715|0.020185533986321124|0.22938095238095238|0.21427918508571414
17|'y'|0|0.07985294117647058|0.011812586390449551|0.16573529411764706|0.22510903355845
18|'a'|0|0.0897906976744186|0.018922802953216883|0.08311627906976744|0.1340135726035562
19|'j'|0|0.09341666666666666|0.020438763552513534|0.05591666666666666|0.04506191727932677
20|'g'|0|0.08029166666666666|0.018031174778391144|0.10862500000000001|0.14351852740442028
21|'b'|0|0.08585714285714285|0.013191937343860977|0.07352380952380955|0.06317822036386171
22|'l'|0|0.09061764705882354|0.017351071683942607|0.12539705882352942|0.21999218834432727
23|'n'|0|0.08857971014492753|0.017588208992622246|0.07402898550724638|0.08849088563801241
24|'d'|0|0.09061224489795919|0.024617743995951968|0.05267346938775511|0.17823733177699827
25|'q'|0|0.09271875|0.015372935582949014|0.032968750000000005|0.13174750575793645
26|'f'|0|0.08187500000000002|0.01370921982949188|0.07875|0.12491338665918345
27|'m'|0|0.09993103448275861|0.020868935888941297|0.09120689655172412|0.1074758607413439
28|'.'|1|0.08254166666666667|0.012332136766279485|0.49279166666666674|0.48976439736934285
29|Key.enter|0|0.07733333333333332|0.009258629608220766|1.1138695652173913|1.2896677463712296
30|'J'|1|0.07441666666666666|0.010657222381506775|0.12258333333333332|0.058395859347122284
31|','|0|0.08446341463414635|0.010638397002335364|0.09634146341463415|0.034128601663662606
32|'é'|0|0.0978|0.02763982633809409|0.1386|0.17280376153313332
33|'p'|0|0.09195833333333332|0.019890280638766484|0.07070833333333333|0.08540661526225914
34|'C'|1|11.7985|9.342604521759444|-11.60325|9.358662441155788
35|'H'|1|0.08066666666666665|0.013038404810405302|0.1551111111111111|0.08540549610787411
36|'|0|0.08616666666666667|0.018723128893311493|0.025333333333333333|0.05911124164563699
37|'M'|1|0.08399999999999999|0.011480418110852934|0.1998|0.22518916492584634
38|'W'|1|0.09345454545454546|0.013214067134986632|0.2500909090909091|0.1804385841349574
39|Key.backspace|0|0.093975|0.016798046761454143|0.29779999999999995|0.3166442957010279
40|'Y'|1|0.07150000000000001|0.007433034373659254|0.17400000000000002|0.033793490497431605
41|'B'|1|0.08424999999999999|0.00839270516579726|0.1995|0.09718924837655654
42|'è'|0|0.09250000000000001|0.012658988901172164|0.06975|0.031067466906717706
43|'K'|1|0.09175|0.018444172521422587|0.14875|0.05440760516692497
44|'S'|1|0.07875|0.004493050188902861|0.17925|0.061751012137454056
45|'-'|0|0.089125|0.012333262950249621|0.4155|0.3091237616230755
46|'X'|1|0.07866666666666666|0.010143416036468627|0.4486666666666667|0.16432555762537027
47|'G'|1|0.061|0.0|0.335|0.0
