|Timestamp|Key|Action
136|2021-11-24 19:59:48,502|'t'|release
137|2021-11-24 19:59:48,591|'i'|press
138|2021-11-24 19:59:48,678|'i'|release
139|2021-11-24 19:59:48,686|'g'|press
140|2021-11-24 19:59:48,787|'g'|release
141|2021-11-24 19:59:48,811|'u'|press
142|2021-11-24 19:59:48,902|'u'|release
143|2021-11-24 19:59:48,908|'é'|press
144|2021-11-24 19:59:49,008|'é'|release
145|2021-11-24 19:59:49,938|','|press
146|2021-11-24 19:59:49,998|Key.space|press
147|2021-11-24 19:59:50,062|','|release
148|2021-11-24 19:59:50,110|Key.space|release
149|2021-11-24 19:59:50,123|'l'|press
150|2021-11-24 19:59:50,224|'l'|release
151|2021-11-24 19:59:50,281|'e'|press
152|2021-11-24 19:59:50,392|'e'|release
153|2021-11-24 19:59:50,413|Key.space|press
154|2021-11-24 19:59:50,521|Key.space|release
155|2021-11-24 19:59:51,151|'n'|press
156|2021-11-24 19:59:51,238|'n'|release
157|2021-11-24 19:59:51,364|'e'|press
158|2021-11-24 19:59:51,464|'e'|release
159|2021-11-24 19:59:52,157|'z'|press
160|2021-11-24 19:59:52,260|'z'|release
161|2021-11-24 19:59:52,330|Key.space|press
162|2021-11-24 19:59:52,438|Key.space|release
163|2021-11-24 19:59:52,444|'q'|press
164|2021-11-24 19:59:52,544|'u'|press
165|2021-11-24 19:59:52,553|'q'|release
166|2021-11-24 19:59:52,609|'i'|press
167|2021-11-24 19:59:52,665|Key.space|press
168|2021-11-24 19:59:52,673|'u'|release
169|2021-11-24 19:59:52,739|'i'|release
170|2021-11-24 19:59:52,801|Key.space|release
171|2021-11-24 19:59:52,873|'p'|press
172|2021-11-24 19:59:52,938|'i'|press
173|2021-11-24 19:59:52,982|'p'|release
174|2021-11-24 19:59:53,063|'i'|release
175|2021-11-24 19:59:53,101|'q'|press
176|2021-11-24 19:59:53,214|'q'|release
177|2021-11-24 19:59:53,219|'u'|press
178|2021-11-24 19:59:53,311|'u'|release
179|2021-11-24 19:59:53,325|'e'|press
180|2021-11-24 19:59:53,433|'e'|release
181|2021-11-24 19:59:54,306|','|press
182|2021-11-24 19:59:54,362|Key.space|press
183|2021-11-24 19:59:54,421|','|release
184|2021-11-24 19:59:54,478|Key.space|release
185|2021-11-24 19:59:54,539|Key.shift_r|press
186|2021-11-24 19:59:54,650|'C'|press
187|2021-11-24 19:59:54,739|Key.shift_r|release
188|2021-11-24 19:59:54,763|'c'|release
189|2021-11-24 19:59:54,820|'l'|press
190|2021-11-24 19:59:54,921|'l'|release
191|2021-11-24 19:59:54,945|'a'|press
192|2021-11-24 19:59:55,061|'a'|release
193|2021-11-24 19:59:57,297|'o'|press
194|2021-11-24 19:59:57,379|'o'|release
195|2021-11-24 19:59:57,456|'w'|press
196|2021-11-24 19:59:57,560|'n'|press
197|2021-11-24 19:59:57,572|'w'|release
198|2021-11-24 19:59:57,639|'n'|release
199|2021-11-24 19:59:58,298|Key.space|press
200|2021-11-24 19:59:58,412|Key.space|release
201|2021-11-24 19:59:58,429|Key.shift_r|press
202|2021-11-24 19:59:58,749|'H'|press
203|2021-11-24 19:59:58,823|Key.shift_r|release
204|2021-11-24 19:59:58,850|'h'|release
205|2021-11-24 19:59:58,943|'a'|press
206|2021-11-24 19:59:59,051|'a'|release
207|2021-11-24 19:59:59,108|'r'|press
208|2021-11-24 19:59:59,227|'r'|release
209|2021-11-24 19:59:59,280|'y'|press
210|2021-11-24 19:59:59,373|'y'|release
211|2021-11-24 19:59:59,944|Key.space|press
212|2021-11-24 20:00:00,054|Key.space|release
213|2021-11-24 20:00:00,235|'s'|press
214|2021-11-24 20:00:00,356|'s'|release
215|2021-11-24 20:00:00,481|'k'|press
216|2021-11-24 20:00:00,575|'k'|release
217|2021-11-24 20:00:00,631|'i'|press
218|2021-11-24 20:00:00,728|'i'|release
219|2021-11-24 20:00:00,737|'e'|press
220|2021-11-24 20:00:00,843|'e'|release
221|2021-11-24 20:00:00,858|Key.space|press
222|2021-11-24 20:00:00,962|Key.space|release
223|2021-11-24 20:00:01,055|'d'|press
224|2021-11-24 20:00:01,138|'a'|press
225|2021-11-24 20:00:01,155|'d'|release
226|2021-11-24 20:00:01,259|'a'|release
227|2021-11-24 20:00:01,295|'n'|press
228|2021-11-24 20:00:01,375|'s'|press
229|2021-11-24 20:00:01,395|'n'|release
230|2021-11-24 20:00:01,479|Key.space|press
231|2021-11-24 20:00:01,488|'s'|release
232|2021-11-24 20:00:01,577|Key.space|release
233|2021-11-24 20:00:01,609|'l'|press
234|2021-11-24 20:00:01,698|'l'|release
235|2021-11-24 20:00:01,762|'|press
236|2021-11-24 20:00:01,867|'|release
237|2021-11-24 20:00:01,913|'o'|press
238|2021-11-24 20:00:02,027|'m'|press
239|2021-11-24 20:00:02,041|'o'|release
240|2021-11-24 20:00:02,128|'m'|release
241|2021-11-24 20:00:02,242|'b'|press
242|2021-11-24 20:00:02,332|'b'|release
243|2021-11-24 20:00:02,347|'r'|press
244|2021-11-24 20:00:02,444|'e'|press
245|2021-11-24 20:00:02,508|'r'|release
246|2021-11-24 20:00:02,566|'e'|release
247|2021-11-24 20:00:02,675|Key.shift_r|press
248|2021-11-24 20:00:02,764|'.'|press
249|2021-11-24 20:00:02,825|Key.shift_r|release
250|2021-11-24 20:00:02,880|';'|release
251|2021-11-24 20:00:02,943|Key.enter|press
252|2021-11-24 20:00:03,030|Key.enter|release
253|2021-11-24 20:00:03,736|Key.shift_r|press
254|2021-11-24 20:00:03,844|'M'|press
255|2021-11-24 20:00:03,919|Key.shift_r|release
256|2021-11-24 20:00:03,975|'m'|release
257|2021-11-24 20:00:04,066|'o'|press
258|2021-11-24 20:00:04,140|'n'|press
259|2021-11-24 20:00:04,191|'o'|release
260|2021-11-24 20:00:04,251|'s'|press
261|2021-11-24 20:00:04,261|'n'|release
262|2021-11-24 20:00:04,333|'i'|press
263|2021-11-24 20:00:04,360|'s'|release
264|2021-11-24 20:00:04,438|'i'|release
265|2021-11-24 20:00:04,444|'e'|press
266|2021-11-24 20:00:04,523|'u'|press
267|2021-11-24 20:00:04,538|'e'|release
268|2021-11-24 20:00:04,609|'u'|release
269|2021-11-24 20:00:04,629|'r'|press
270|2021-11-24 20:00:04,734|'r'|release
271|2021-11-24 20:00:04,945|Key.space|press
272|2021-11-24 20:00:05,038|Key.space|release
273|2021-11-24 20:00:05,166|Key.shift_r|press
274|2021-11-24 20:00:05,453|'J'|press
275|2021-11-24 20:00:05,539|Key.shift_r|release
276|2021-11-24 20:00:05,549|'j'|release
277|2021-11-24 20:00:05,656|'a'|press
278|2021-11-24 20:00:05,765|'a'|release
279|2021-11-24 20:00:05,922|'c'|press
280|2021-11-24 20:00:06,026|'c'|release
281|2021-11-24 20:00:06,040|'k'|press
282|2021-11-24 20:00:06,136|'k'|release
283|2021-11-24 20:00:07,257|','|press
284|2021-11-24 20:00:07,328|Key.space|press
285|2021-11-24 20:00:07,380|','|release
286|2021-11-24 20:00:07,440|Key.space|release
287|2021-11-24 20:00:07,578|'v'|press
288|2021-11-24 20:00:07,687|'v'|release
289|2021-11-24 20:00:07,693|'o'|press
290|2021-11-24 20:00:07,755|'u'|press
291|2021-11-24 20:00:07,815|'o'|release
292|2021-11-24 20:00:07,883|'u'|release
293|2021-11-24 20:00:07,950|'s'|press
294|2021-11-24 20:00:08,057|'s'|release
295|2021-11-24 20:00:08,117|Key.space|press
296|2021-11-24 20:00:08,215|Key.space|release
297|2021-11-24 20:00:08,397|'d'|press
298|2021-11-24 20:00:08,495|'d'|release
299|2021-11-24 20:00:08,524|'a'|press
300|2021-11-24 20:00:08,648|'a'|release
301|2021-11-24 20:00:08,659|'c'|press
302|2021-11-24 20:00:08,784|'c'|release
303|2021-11-24 20:00:08,881|'t'|press
304|2021-11-24 20:00:08,987|'t'|release
305|2021-11-24 20:00:09,026|'y'|press
306|2021-11-24 20:00:09,121|'y'|release
307|2021-11-24 20:00:09,212|'l'|press
308|2021-11-24 20:00:09,306|'l'|release
309|2021-11-24 20:00:09,377|'o'|press
310|2021-11-24 20:00:09,460|'o'|release
311|2021-11-24 20:00:09,563|'g'|press
312|2021-11-24 20:00:09,674|'g'|release
313|2021-11-24 20:00:09,682|'r'|press
314|2021-11-24 20:00:09,775|'r'|release
315|2021-11-24 20:00:09,829|'a'|press
316|2021-11-24 20:00:09,911|'p'|press
317|2021-11-24 20:00:09,941|'a'|release
318|2021-11-24 20:00:10,007|'p'|release
319|2021-11-24 20:00:10,103|'h'|press
320|2021-11-24 20:00:10,201|'h'|release
321|2021-11-24 20:00:10,235|'i'|press
322|2021-11-24 20:00:10,318|'i'|release
323|2021-11-24 20:00:10,763|'e'|press
324|2021-11-24 20:00:10,852|'z'|press
325|2021-11-24 20:00:10,913|'e'|release
326|2021-11-24 20:00:10,966|'z'|release
327|2021-11-24 20:00:11,638|Key.space|press
328|2021-11-24 20:00:11,741|Key.space|release
329|2021-11-24 20:00:11,861|'b'|press
330|2021-11-24 20:00:11,958|'b'|release
331|2021-11-24 20:00:11,999|'i'|press
332|2021-11-24 20:00:12,085|'i'|release
333|2021-11-24 20:00:12,102|'e'|press
334|2021-11-24 20:00:12,167|'n'|press
335|2021-11-24 20:00:12,207|'e'|release
336|2021-11-24 20:00:12,272|Key.space|press
337|2021-11-24 20:00:12,280|'n'|release
338|2021-11-24 20:00:12,389|'m'|press
339|2021-11-24 20:00:12,402|Key.space|release
340|2021-11-24 20:00:12,497|'m'|release
341|2021-11-24 20:00:12,544|'i'|press
342|2021-11-24 20:00:12,676|'i'|release
343|2021-11-24 20:00:12,738|'e'|press
344|2021-11-24 20:00:12,827|'u'|press
345|2021-11-24 20:00:12,835|'e'|release
346|2021-11-24 20:00:12,926|'u'|release
347|2021-11-24 20:00:12,964|'x'|press
348|2021-11-24 20:00:13,073|'x'|release
349|2021-11-24 20:00:13,082|Key.space|press
350|2021-11-24 20:00:13,174|Key.space|release
351|2021-11-24 20:00:13,798|'q'|press
352|2021-11-24 20:00:13,880|'u'|press
353|2021-11-24 20:00:13,900|'q'|release
354|2021-11-24 20:00:13,978|'e'|press
355|2021-11-24 20:00:13,986|'u'|release
356|2021-11-24 20:00:14,056|Key.space|press
357|2021-11-24 20:00:14,082|'e'|release
358|2021-11-24 20:00:14,171|Key.space|release
359|2021-11-24 20:00:14,174|Key.shift_r|press
360|2021-11-24 20:00:14,327|'W'|press
361|2021-11-24 20:00:14,394|Key.shift_r|release
362|2021-11-24 20:00:14,440|'w'|release
363|2021-11-24 20:00:14,492|'o'|press
364|2021-11-24 20:00:14,580|'o'|release
365|2021-11-24 20:00:14,647|'l'|press
366|2021-11-24 20:00:14,756|'l'|release
367|2021-11-24 20:00:15,128|'f'|press
368|2021-11-24 20:00:15,238|'f'|release
369|2021-11-24 20:00:15,831|Key.shift_r|press
370|2021-11-24 20:00:15,906|'.'|press
371|2021-11-24 20:00:15,987|Key.shift_r|release
372|2021-11-24 20:00:16,030|';'|release
373|2021-11-24 20:00:16,113|Key.enter|press
374|2021-11-24 20:00:16,200|Key.enter|release
375|2021-11-24 20:00:16,596|Key.shift_r|press
376|2021-11-24 20:00:17,107|'H'|press
377|2021-11-24 20:00:17,196|Key.shift_r|release
378|2021-11-24 20:00:17,238|'h'|release
379|2021-11-24 20:00:17,384|'i'|press
380|2021-11-24 20:00:17,479|'i'|release
381|2021-11-24 20:00:17,512|'e'|press
382|2021-11-24 20:00:17,600|'r'|press
383|2021-11-24 20:00:17,659|'e'|release
384|2021-11-24 20:00:17,733|'r'|release
385|2021-11-24 20:00:17,920|','|press
386|2021-11-24 20:00:17,983|Key.space|press
387|2021-11-24 20:00:18,047|','|release
388|2021-11-24 20:00:18,102|Key.space|release
389|2021-11-24 20:00:18,618|'a'|press
390|2021-11-24 20:00:18,719|'u'|press
391|2021-11-24 20:00:18,727|'a'|release
392|2021-11-24 20:00:18,804|Key.space|press
393|2021-11-24 20:00:18,856|'u'|release
394|2021-11-24 20:00:18,930|Key.space|release
395|2021-11-24 20:00:19,265|'z'|press
396|2021-11-24 20:00:19,371|'z'|release
397|2021-11-24 20:00:19,376|'o'|press
398|2021-11-24 20:00:19,452|'o'|release
399|2021-11-24 20:00:19,489|'o'|press
400|2021-11-24 20:00:19,591|'o'|release
401|2021-11-24 20:00:20,083|','|press
402|2021-11-24 20:00:20,134|Key.space|press
403|2021-11-24 20:00:20,196|','|release
404|2021-11-24 20:00:20,265|Key.space|release
405|2021-11-24 20:00:20,475|'j'|press
406|2021-11-24 20:00:20,571|'j'|release
407|2021-11-24 20:00:20,663|'|press
408|2021-11-24 20:00:20,757|'|release
409|2021-11-24 20:00:20,821|'a'|press
410|2021-11-24 20:00:20,919|'i'|press
411|2021-11-24 20:00:20,943|'a'|release
412|2021-11-24 20:00:21,028|Key.space|press
413|2021-11-24 20:00:21,058|'i'|release
414|2021-11-24 20:00:21,132|Key.space|release
415|2021-11-24 20:00:21,637|'v'|press
416|2021-11-24 20:00:21,741|'u'|press
417|2021-11-24 20:00:21,751|'v'|release
418|2021-11-24 20:00:21,840|Key.space|press
419|2021-11-24 20:00:21,857|'u'|release
420|2021-11-24 20:00:21,952|Key.space|release
421|2021-11-24 20:00:22,039|Key.shift_r|press
422|2021-11-24 20:00:22,159|'1'|press
423|2021-11-24 20:00:22,269|'1'|release
424|2021-11-24 20:00:22,325|'0'|press
425|2021-11-24 20:00:22,453|'0'|release
426|2021-11-24 20:00:22,462|Key.shift_r|release
427|2021-11-24 20:00:23,629|Key.space|press
428|2021-11-24 20:00:23,729|Key.space|release
429|2021-11-24 20:00:23,900|'g'|press
430|2021-11-24 20:00:23,989|'g'|release
431|2021-11-24 20:00:24,234|'u'|press
432|2021-11-24 20:00:24,314|'u'|release
433|2021-11-24 20:00:24,429|'é'|press
434|2021-11-24 20:00:24,533|'é'|release
435|2021-11-24 20:00:24,577|'p'|press
436|2021-11-24 20:00:24,670|'p'|release
437|2021-11-24 20:00:24,689|'a'|press
438|2021-11-24 20:00:24,807|'a'|release
439|2021-11-24 20:00:24,829|'r'|press
440|2021-11-24 20:00:24,950|'r'|release
441|2021-11-24 20:00:25,040|'d'|press
442|2021-11-24 20:00:25,129|'s'|press
443|2021-11-24 20:00:25,181|'d'|release
444|2021-11-24 20:00:25,242|'s'|release
445|2021-11-24 20:00:26,922|','|press
446|2021-11-24 20:00:26,988|Key.space|press
447|2021-11-24 20:00:27,042|','|release
448|2021-11-24 20:00:27,109|Key.space|release
449|2021-11-24 20:00:27,776|'c'|press
450|2021-11-24 20:00:27,880|'c'|release
451|2021-11-24 20:00:27,977|'i'|press
452|2021-11-24 20:00:28,041|'n'|press
453|2021-11-24 20:00:28,116|'i'|release
454|2021-11-24 20:00:28,181|'n'|release
455|2021-11-24 20:00:28,238|'q'|press
456|2021-11-24 20:00:28,357|'q'|release
457|2021-11-24 20:00:28,708|Key.space|press
458|2021-11-24 20:00:28,816|Key.space|release
459|2021-11-24 20:00:28,997|'z'|press
460|2021-11-24 20:00:29,102|'z'|release
461|2021-11-24 20:00:29,197|'é'|press
462|2021-11-24 20:00:29,290|'é'|release
463|2021-11-24 20:00:29,396|'b'|press
464|2021-11-24 20:00:29,498|'b'|release
465|2021-11-24 20:00:29,528|'u'|press
466|2021-11-24 20:00:29,613|'u'|release
467|2021-11-24 20:00:29,683|'s'|press
468|2021-11-24 20:00:29,789|'s'|release
469|2021-11-24 20:00:31,301|','|press
470|2021-11-24 20:00:31,356|Key.space|press
471|2021-11-24 20:00:31,431|','|release
472|2021-11-24 20:00:31,496|Key.space|release
473|2021-11-24 20:00:31,592|'u'|press
474|2021-11-24 20:00:31,654|'n'|press
475|2021-11-24 20:00:31,712|'u'|release
476|2021-11-24 20:00:31,767|'n'|release
477|2021-11-24 20:00:31,813|Key.space|press
478|2021-11-24 20:00:31,922|Key.space|release
479|2021-11-24 20:00:32,263|'y'|press
480|2021-11-24 20:00:32,362|'y'|release
481|2021-11-24 20:00:32,472|'a'|press
482|2021-11-24 20:00:32,581|'a'|release
483|2021-11-24 20:00:32,809|'k'|press
484|2021-11-24 20:00:32,900|'k'|release
485|2021-11-24 20:00:33,235|Key.space|press
486|2021-11-24 20:00:33,340|Key.space|release
487|2021-11-24 20:00:33,397|'e'|press
488|2021-11-24 20:00:33,507|'t'|press
489|2021-11-24 20:00:33,560|'e'|release
490|2021-11-24 20:00:33,637|'t'|release
491|2021-11-24 20:00:33,642|Key.space|press
492|2021-11-24 20:00:33,743|Key.space|release
493|2021-11-24 20:00:33,801|'l'|press
494|2021-11-24 20:00:33,914|'l'|release
495|2021-11-24 20:00:34,140|'e'|press
496|2021-11-24 20:00:34,242|'e'|release
497|2021-11-24 20:00:34,264|Key.space|press
498|2021-11-24 20:00:34,368|Key.space|release
499|2021-11-24 20:00:35,243|'w'|press
500|2021-11-24 20:00:35,358|'w'|release
501|2021-11-24 20:00:35,452|'a'|press
502|2021-11-24 20:00:35,565|'a'|release
503|2021-11-24 20:00:36,044|'p'|press
504|2021-11-24 20:00:36,135|'p'|release
505|2021-11-24 20:00:36,237|'i'|press
506|2021-11-24 20:00:36,335|'i'|release
507|2021-11-24 20:00:36,483|'t'|press
508|2021-11-24 20:00:36,595|'t'|release
509|2021-11-24 20:00:36,617|'i'|press
510|2021-11-24 20:00:36,717|'i'|release
511|2021-11-24 20:00:37,048|Key.space|press
512|2021-11-24 20:00:37,164|Key.space|release
513|2021-11-24 20:00:37,195|'f'|press
514|2021-11-24 20:00:37,280|'u'|press
515|2021-11-24 20:00:37,308|'f'|release
516|2021-11-24 20:00:37,380|'u'|release
517|2021-11-24 20:00:37,446|'m'|press
518|2021-11-24 20:00:37,535|'m'|release
519|2021-11-24 20:00:37,599|'e'|press
520|2021-11-24 20:00:37,690|'r'|press
521|2021-11-24 20:00:37,747|'e'|release
522|2021-11-24 20:00:37,834|'r'|release
523|2021-11-24 20:00:38,089|Key.shift_r|press
524|2021-11-24 20:00:38,164|'.'|press
525|2021-11-24 20:00:38,252|Key.shift_r|release
526|2021-11-24 20:00:38,306|';'|release
527|2021-11-24 20:00:38,414|Key.enter|press
528|2021-11-24 20:00:38,504|Key.enter|release
529|2021-11-24 20:00:39,189|Key.shift_r|press
530|2021-11-24 20:00:39,477|'Y'|press
531|2021-11-24 20:00:39,567|Key.shift_r|release
532|2021-11-24 20:00:39,576|'y'|release
533|2021-11-24 20:00:39,865|'v'|press
534|2021-11-24 20:00:39,970|'v'|release
535|2021-11-24 20:00:40,040|'e'|press
536|2021-11-24 20:00:40,141|'e'|release
537|2021-11-24 20:00:40,255|'s'|press
538|2021-11-24 20:00:40,357|'s'|release
539|2021-11-24 20:00:40,855|Key.space|press
540|2021-11-24 20:00:40,951|Key.space|release
541|2021-11-24 20:00:41,373|'f'|press
542|2021-11-24 20:00:41,472|'u'|press
543|2021-11-24 20:00:41,484|'f'|release
544|2021-11-24 20:00:41,570|'u'|release
545|2021-11-24 20:00:41,598|'g'|press
546|2021-11-24 20:00:41,704|'g'|release
547|2021-11-24 20:00:41,710|'u'|press
548|2021-11-24 20:00:41,799|'u'|release
549|2021-11-24 20:00:41,862|'e'|press
550|2021-11-24 20:00:41,960|'e'|release
551|2021-11-24 20:00:42,480|Key.space|press
552|2021-11-24 20:00:42,593|Key.space|release
553|2021-11-24 20:00:42,638|'e'|press
554|2021-11-24 20:00:42,714|'n'|press
555|2021-11-24 20:00:42,736|'e'|release
556|2021-11-24 20:00:42,762|Key.space|press
557|2021-11-24 20:00:42,791|'n'|release
558|2021-11-24 20:00:42,879|Key.space|release
559|2021-11-24 20:00:42,973|Key.shift_r|press
560|2021-11-24 20:00:43,139|'B'|press
561|2021-11-24 20:00:43,245|'B'|release
562|2021-11-24 20:00:43,943|'M'|press
563|2021-11-24 20:00:44,049|'M'|release
564|2021-11-24 20:00:44,272|'X'|press
565|2021-11-24 20:00:44,377|'X'|release
566|2021-11-24 20:00:44,466|Key.shift_r|release
567|2021-11-24 20:00:45,264|Key.space|press
568|2021-11-24 20:00:45,373|Key.space|release
569|2021-11-24 20:00:45,444|'c'|press
570|2021-11-24 20:00:45,550|'c'|release
571|2021-11-24 20:00:45,563|'h'|press
572|2021-11-24 20:00:45,658|'h'|release
573|2021-11-24 20:00:45,701|'e'|press
574|2021-11-24 20:00:45,781|'z'|press
575|2021-11-24 20:00:45,841|'e'|release
576|2021-11-24 20:00:45,850|Key.space|press
577|2021-11-24 20:00:45,899|'z'|release
578|2021-11-24 20:00:45,955|Key.space|release
579|2021-11-24 20:00:46,012|Key.shift_r|press
580|2021-11-24 20:00:46,204|'W'|press
581|2021-11-24 20:00:46,302|Key.shift_r|release
582|2021-11-24 20:00:46,314|'w'|release
583|2021-11-24 20:00:46,464|'i'|press
584|2021-11-24 20:00:46,557|'i'|release
585|2021-11-24 20:00:46,667|'l'|press
586|2021-11-24 20:00:46,742|'l'|release
587|2021-11-24 20:00:46,787|'l'|press
588|2021-11-24 20:00:46,874|'l'|release
589|2021-11-24 20:00:47,369|','|press
590|2021-11-24 20:00:47,423|Key.space|press
591|2021-11-24 20:00:47,479|','|release
592|2021-11-24 20:00:47,556|Key.space|release
593|2021-11-24 20:00:47,650|'q'|press
594|2021-11-24 20:00:47,745|'q'|release
595|2021-11-24 20:00:47,751|'u'|press
596|2021-11-24 20:00:47,822|'i'|press
597|2021-11-24 20:00:47,878|'u'|release
