2021-11-03 10:09:25,940;Key.enter;release
2021-11-03 10:09:30,304;Key.shift;press
2021-11-03 10:09:30,541;'P';press
2021-11-03 10:09:30,657;'P';release
2021-11-03 10:09:30,708;Key.shift;release
2021-11-03 10:09:30,754;'o';press
2021-11-03 10:09:30,886;'o';release
2021-11-03 10:09:30,986;'r';press
2021-11-03 10:09:31,070;'t';press
2021-11-03 10:09:31,139;'r';release
2021-11-03 10:09:31,192;'t';release
2021-11-03 10:09:31,256;'e';press
2021-11-03 10:09:31,382;'e';release
2021-11-03 10:09:31,396;'z';press
2021-11-03 10:09:31,537;'z';release
2021-11-03 10:09:31,628;Key.space;press
2021-11-03 10:09:31,741;Key.space;release
2021-11-03 10:09:32,266;'c';press
2021-11-03 10:09:32,382;'e';press
2021-11-03 10:09:32,458;'c';release
2021-11-03 10:09:32,488;'e';release
2021-11-03 10:09:32,496;Key.space;press
2021-11-03 10:09:32,636;Key.space;release
2021-11-03 10:09:32,697;'v';press
2021-11-03 10:09:32,825;'i';press
2021-11-03 10:09:32,838;'v';release
2021-11-03 10:09:32,963;'i';release
2021-11-03 10:09:32,972;'e';press
2021-11-03 10:09:33,086;'e';release
2021-11-03 10:09:33,098;'u';press
2021-11-03 10:09:33,231;'u';release
2021-11-03 10:09:33,303;'x';press
2021-11-03 10:09:33,432;'x';release
2021-11-03 10:09:33,535;Key.space;press
2021-11-03 10:09:33,675;Key.space;release
2021-11-03 10:09:33,821;'w';press
2021-11-03 10:09:33,929;'h';press
2021-11-03 10:09:33,937;'w';release
2021-11-03 10:09:34,041;'h';release
2021-11-03 10:09:34,069;'i';press
2021-11-03 10:09:34,185;'i';release
2021-11-03 10:09:34,206;'s';press
2021-11-03 10:09:34,310;'k';press
2021-11-03 10:09:34,315;'s';release
2021-11-03 10:09:34,448;'k';release
2021-11-03 10:09:34,510;'y';press
2021-11-03 10:09:34,624;'y';release
2021-11-03 10:09:34,625;Key.space;press
2021-11-03 10:09:34,763;'a';press
2021-11-03 10:09:34,767;Key.space;release
2021-11-03 10:09:34,860;'u';press
2021-11-03 10:09:34,910;'a';release
2021-11-03 10:09:34,988;'u';release
2021-11-03 10:09:35,025;Key.space;press
2021-11-03 10:09:35,153;Key.space;release
2021-11-03 10:09:35,267;'j';press
2021-11-03 10:09:35,404;'j';release
2021-11-03 10:09:35,494;'u';press
2021-11-03 10:09:35,613;'u';release
2021-11-03 10:09:35,656;'g';press
2021-11-03 10:09:35,757;'e';press
2021-11-03 10:09:35,831;'g';release
2021-11-03 10:09:35,875;Key.space;press
2021-11-03 10:09:35,889;'e';release
2021-11-03 10:09:36,006;Key.space;release
2021-11-03 10:09:36,073;'b';press
2021-11-03 10:09:36,145;'l';press
