2021-12-04 12:27:49,006|Key.enter|release
2021-12-04 12:27:54,698|Key.shift|press
2021-12-04 12:27:54,827|'W'|press
2021-12-04 12:27:54,912|Key.shift|release
2021-12-04 12:27:54,916|'w'|release
2021-12-04 12:27:54,968|'i'|press
2021-12-04 12:27:55,033|'i'|release
2021-12-04 12:27:55,152|'n'|press
2021-12-04 12:27:55,216|'n'|release
2021-12-04 12:27:55,221|'s'|press
2021-12-04 12:27:55,285|'s'|release
2021-12-04 12:27:55,437|'t'|press
2021-12-04 12:27:55,505|'t'|release
2021-12-04 12:27:55,509|'o'|press
2021-12-04 12:27:55,591|'o'|release
2021-12-04 12:27:55,714|'n'|press
2021-12-04 12:27:55,778|'n'|release
2021-12-04 12:27:55,847|Key.space|press
2021-12-04 12:27:55,932|Key.space|release
2021-12-04 12:27:56,034|'p'|press
2021-12-04 12:27:56,121|'p'|release
2021-12-04 12:27:56,247|'i'|press
2021-12-04 12:27:56,314|'i'|release
2021-12-04 12:27:56,346|'c'|press
2021-12-04 12:27:56,437|'c'|release
2021-12-04 12:27:56,494|'k'|press
2021-12-04 12:27:56,580|'k'|release
2021-12-04 12:27:56,602|'e'|press
2021-12-04 12:27:56,667|'e'|release
2021-12-04 12:27:56,793|'d'|press
2021-12-04 12:27:56,880|'d'|release
2021-12-04 12:27:56,921|Key.space|press
2021-12-04 12:27:57,010|Key.space|release
2021-12-04 12:27:57,096|'u'|press
2021-12-04 12:27:57,180|'u'|release
2021-12-04 12:27:57,352|'p'|press
2021-12-04 12:27:57,441|'p'|release
2021-12-04 12:27:57,698|Key.backspace|press
2021-12-04 12:27:57,787|Key.backspace|release
2021-12-04 12:27:57,866|Key.backspace|press
2021-12-04 12:27:57,951|Key.backspace|release
2021-12-04 12:27:58,652|'h'|press
2021-12-04 12:27:58,716|'h'|release
2021-12-04 12:27:58,839|'i'|press
2021-12-04 12:27:58,926|'i'|release
2021-12-04 12:27:58,947|'s'|press
2021-12-04 12:27:59,034|'s'|release
2021-12-04 12:27:59,054|Key.space|press
2021-12-04 12:27:59,144|Key.space|release
2021-12-04 12:27:59,258|'w'|press
2021-12-04 12:27:59,323|'w'|release
2021-12-04 12:27:59,454|'a'|press
2021-12-04 12:27:59,522|'y'|press
2021-12-04 12:27:59,549|'a'|release
2021-12-04 12:27:59,608|'y'|release
2021-12-04 12:27:59,669|Key.space|press
2021-12-04 12:27:59,778|Key.space|release
2021-12-04 12:27:59,913|'u'|press
2021-12-04 12:27:59,996|'u'|release
2021-12-04 12:28:00,122|'p'|press
2021-12-04 12:28:00,229|'p'|release
2021-12-04 12:28:00,369|Key.space|press
2021-12-04 12:28:00,457|Key.space|release
2021-12-04 12:28:01,458|'t'|press
2021-12-04 12:28:01,524|'t'|release
2021-12-04 12:28:01,565|'h'|press
2021-12-04 12:28:01,654|'h'|release
2021-12-04 12:28:01,689|'e'|press
2021-12-04 12:28:01,776|'e'|release
2021-12-04 12:28:01,796|Key.space|press
2021-12-04 12:28:01,863|Key.space|release
2021-12-04 12:28:01,957|'l'|press
2021-12-04 12:28:02,049|'l'|release
2021-12-04 12:28:02,052|'a'|press
2021-12-04 12:28:02,135|'a'|release
2021-12-04 12:28:02,205|'n'|press
2021-12-04 12:28:02,269|'n'|release
2021-12-04 12:28:02,362|'e'|press
2021-12-04 12:28:02,429|'e'|release
2021-12-04 12:28:02,496|Key.space|press
2021-12-04 12:28:02,580|Key.space|release
2021-12-04 12:28:03,038|'t'|press
2021-12-04 12:28:03,103|'t'|release
2021-12-04 12:28:04,095|'h'|press
2021-12-04 12:28:04,178|'h'|release
2021-12-04 12:28:04,209|'r'|press
2021-12-04 12:28:04,253|'r'|release
2021-12-04 12:28:04,399|'g'|press
2021-12-04 12:28:04,424|'o'|press
2021-12-04 12:28:04,460|'g'|release
2021-12-04 12:28:04,505|'o'|release
2021-12-04 12:28:04,645|'u'|press
2021-12-04 12:28:04,688|'u'|release
2021-12-04 12:28:04,920|'h'|press
2021-12-04 12:28:05,007|'h'|release
2021-12-04 12:28:05,344|Key.backspace|press
2021-12-04 12:28:05,427|Key.backspace|release
2021-12-04 12:28:05,518|Key.backspace|press
2021-12-04 12:28:05,602|Key.backspace|release
2021-12-04 12:28:05,958|Key.backspace|press
2021-12-04 12:28:06,044|Key.backspace|release
2021-12-04 12:28:06,137|Key.backspace|press
2021-12-04 12:28:06,225|Key.backspace|release
2021-12-04 12:28:06,612|'o'|press
2021-12-04 12:28:06,699|'o'|release
2021-12-04 12:28:06,817|'u'|press
2021-12-04 12:28:06,883|'u'|release
2021-12-04 12:28:06,957|'g'|press
2021-12-04 12:28:07,024|'g'|release
2021-12-04 12:28:07,064|'h'|press
2021-12-04 12:28:07,107|'h'|release
2021-12-04 12:28:08,092|Key.space|press
2021-12-04 12:28:08,197|Key.space|release
2021-12-04 12:28:08,276|'d'|press
2021-12-04 12:28:08,338|'d'|release
2021-12-04 12:28:08,989|'a'|press
2021-12-04 12:28:09,077|'a'|release
2021-12-04 12:28:09,126|'p'|press
2021-12-04 12:28:09,195|'p'|release
2021-12-04 12:28:09,288|'p'|press
2021-12-04 12:28:09,355|'p'|release
2021-12-04 12:28:09,494|'l'|press
2021-12-04 12:28:09,560|'l'|release
2021-12-04 12:28:09,596|'e'|press
2021-12-04 12:28:09,662|'e'|release
2021-12-04 12:28:09,823|'d'|press
2021-12-04 12:28:09,867|'d'|release
2021-12-04 12:28:09,953|Key.space|press
2021-12-04 12:28:10,042|Key.space|release
2021-12-04 12:28:10,228|'l'|press
2021-12-04 12:28:10,294|'l'|release
2021-12-04 12:28:10,436|'i'|press
2021-12-04 12:28:10,500|'i'|release
2021-12-04 12:28:10,591|'g'|press
2021-12-04 12:28:10,678|'g'|release
2021-12-04 12:28:10,722|'h'|press
2021-12-04 12:28:10,809|'h'|release
2021-12-04 12:28:10,830|'t'|press
2021-12-04 12:28:10,894|'t'|release
2021-12-04 12:28:10,928|Key.space|press
2021-12-04 12:28:11,033|Key.space|release
2021-12-04 12:28:11,115|'a'|press
2021-12-04 12:28:11,201|'a'|release
2021-12-04 12:28:11,222|'n'|press
2021-12-04 12:28:11,285|'n'|release
2021-12-04 12:28:11,344|'d'|press
