|Timestamp|Key|Action|Shift
0|2021-11-13 17:31:31.540|Key.enter|release|0
1|2021-11-13 17:31:35.777|Key.shift|press|1
2|2021-11-13 17:31:35.931|'P'|press|1
3|2021-11-13 17:31:35.991|Key.shift|release|0
4|2021-11-13 17:31:36.013|'p'|release|0
5|2021-11-13 17:31:36.158|'o'|press|0
6|2021-11-13 17:31:36.225|'o'|release|0
7|2021-11-13 17:31:36.246|'r'|press|0
8|2021-11-13 17:31:36.335|'r'|release|0
9|2021-11-13 17:31:36.421|'t'|press|0
10|2021-11-13 17:31:36.488|'t'|release|0
11|2021-11-13 17:31:36.593|'e'|press|0
12|2021-11-13 17:31:36.684|'e'|release|0
13|2021-11-13 17:31:36.798|'z'|press|0
14|2021-11-13 17:31:36.863|'z'|release|0
15|2021-11-13 17:31:36.973|Key.space|press|0
16|2021-11-13 17:31:37.038|Key.space|release|0
17|2021-11-13 17:31:37.483|'c'|press|0
18|2021-11-13 17:31:37.572|'c'|release|0
19|2021-11-13 17:31:37.645|'e'|press|0
20|2021-11-13 17:31:37.734|'e'|release|0
21|2021-11-13 17:31:37.789|Key.space|press|0
22|2021-11-13 17:31:37.855|Key.space|release|0
23|2021-11-13 17:31:37.962|'v'|press|0
24|2021-11-13 17:31:38.025|'v'|release|0
25|2021-11-13 17:31:38.086|'i'|press|0
26|2021-11-13 17:31:38.152|'i'|release|0
27|2021-11-13 17:31:38.174|'e'|press|0
28|2021-11-13 17:31:38.261|'e'|release|0
29|2021-11-13 17:31:38.333|'u'|press|0
30|2021-11-13 17:31:38.401|'u'|release|0
31|2021-11-13 17:31:38.447|'x'|press|0
32|2021-11-13 17:31:38.534|'x'|release|0
33|2021-11-13 17:31:38.616|Key.space|press|0
34|2021-11-13 17:31:38.686|Key.space|release|0
35|2021-11-13 17:31:38.908|'w'|press|0
36|2021-11-13 17:31:38.975|'w'|release|0
37|2021-11-13 17:31:39.242|'h'|press|0
38|2021-11-13 17:31:39.310|'h'|release|0
39|2021-11-13 17:31:39.474|'y'|press|0
40|2021-11-13 17:31:39.540|'y'|release|0
41|2021-11-13 17:31:40.580|Key.backspace|press|0
42|2021-11-13 17:31:40.647|Key.backspace|release|0
43|2021-11-13 17:31:43.407|'i'|press|0
44|2021-11-13 17:31:43.471|'i'|release|0
45|2021-11-13 17:31:43.528|'s'|press|0
46|2021-11-13 17:31:43.596|'s'|release|0
47|2021-11-13 17:31:43.650|'k'|press|0
48|2021-11-13 17:31:43.739|'k'|release|0
49|2021-11-13 17:31:44.138|'y'|press|0
50|2021-11-13 17:31:44.203|'y'|release|0
51|2021-11-13 17:31:45.175|Key.space|press|0
52|2021-11-13 17:31:45.285|Key.space|release|0
53|2021-11-13 17:31:45.411|'a'|press|0
54|2021-11-13 17:31:45.498|'a'|release|0
55|2021-11-13 17:31:45.500|'u'|press|0
56|2021-11-13 17:31:45.566|'u'|release|0
57|2021-11-13 17:31:45.614|Key.space|press|0
58|2021-11-13 17:31:45.678|Key.space|release|0
59|2021-11-13 17:31:45.763|'j'|press|0
60|2021-11-13 17:31:45.849|'j'|release|0
61|2021-11-13 17:31:45.948|'u'|press|0
62|2021-11-13 17:31:46.013|'u'|release|0
63|2021-11-13 17:31:46.101|'g'|press|0
64|2021-11-13 17:31:46.171|'g'|release|0
65|2021-11-13 17:31:46.274|'e'|press|0
66|2021-11-13 17:31:46.361|'e'|release|0
67|2021-11-13 17:31:46.384|Key.space|press|0
68|2021-11-13 17:31:46.451|Key.space|release|0
69|2021-11-13 17:31:46.551|'b'|press|0
70|2021-11-13 17:31:46.595|'l'|press|0
71|2021-11-13 17:31:46.618|'b'|release|0
72|2021-11-13 17:31:46.684|'l'|release|0
73|2021-11-13 17:31:46.743|'o'|press|0
74|2021-11-13 17:31:46.812|'o'|release|0
75|2021-11-13 17:31:46.939|'n'|press|0
