2021-11-25 09:37:02,691|Key.shift_r|press
2021-11-25 09:37:03,203|'P'|press
2021-11-25 09:37:03,277|'P'|release
2021-11-25 09:37:03,281|Key.shift_r|release
2021-11-25 09:37:03,386|'o'|press
2021-11-25 09:37:03,455|'o'|release
2021-11-25 09:37:03,479|'r'|press
2021-11-25 09:37:03,579|'t'|press
2021-11-25 09:37:03,582|'r'|release
2021-11-25 09:37:03,680|'t'|release
2021-11-25 09:37:03,812|'e'|press
2021-11-25 09:37:03,908|'z'|press
2021-11-25 09:37:03,943|'e'|release
2021-11-25 09:37:04,031|'z'|release
2021-11-25 09:37:04,043|Key.space|press
2021-11-25 09:37:04,124|Key.space|release
2021-11-25 09:37:04,184|'c'|press
2021-11-25 09:37:04,297|'e'|press
2021-11-25 09:37:04,309|'c'|release
2021-11-25 09:37:04,372|Key.space|press
2021-11-25 09:37:04,393|'e'|release
2021-11-25 09:37:04,448|Key.space|release
2021-11-25 09:37:04,465|'v'|press
2021-11-25 09:37:04,570|'v'|release
2021-11-25 09:37:04,577|'i'|press
2021-11-25 09:37:04,653|'i'|release
2021-11-25 09:37:04,665|'e'|press
2021-11-25 09:37:04,718|'e'|release
2021-11-25 09:37:04,763|'u'|press
2021-11-25 09:37:04,848|'u'|release
2021-11-25 09:37:04,972|'x'|press
2021-11-25 09:37:05,033|'x'|release
2021-11-25 09:37:05,086|Key.space|press
2021-11-25 09:37:05,151|Key.space|release
2021-11-25 09:37:05,739|'w'|press
2021-11-25 09:37:05,807|'w'|release
2021-11-25 09:37:05,855|'h'|press
2021-11-25 09:37:05,919|'h'|release
2021-11-25 09:37:06,023|'i'|press
2021-11-25 09:37:06,103|'i'|release
2021-11-25 09:37:06,116|'s'|press
2021-11-25 09:37:06,165|'s'|release
2021-11-25 09:37:06,226|'k'|press
2021-11-25 09:37:06,291|'k'|release
2021-11-25 09:37:06,377|'y'|press
2021-11-25 09:37:06,458|'y'|release
2021-11-25 09:37:06,569|Key.shift_r|press
2021-11-25 09:37:06,766|Key.shift_r|release
