2021-11-24 19:21:49,475|Key.enter|release
2021-11-24 19:21:50,498|Key.shift|press
2021-11-24 19:21:50,619|'P'|press
2021-11-24 19:21:50,701|'P'|release
2021-11-24 19:21:50,705|Key.shift|release
2021-11-24 19:21:51,016|'o'|press
2021-11-24 19:21:51,097|'r'|press
2021-11-24 19:21:51,100|'o'|release
2021-11-24 19:21:51,168|'r'|release
2021-11-24 19:21:51,289|'t'|press
2021-11-24 19:21:51,361|'t'|release
2021-11-24 19:21:52,384|'e'|press
2021-11-24 19:21:52,455|'z'|press
2021-11-24 19:21:52,497|'e'|release
2021-11-24 19:21:52,537|'z'|release
2021-11-24 19:21:52,698|','|press
2021-11-24 19:21:52,769|','|release
2021-11-24 19:21:53,064|Key.backspace|press
2021-11-24 19:21:53,175|Key.backspace|release
2021-11-24 19:21:53,286|Key.space|press
2021-11-24 19:21:53,389|Key.space|release
2021-11-24 19:21:53,408|'c'|press
2021-11-24 19:21:53,449|'e'|press
2021-11-24 19:21:53,510|'c'|release
2021-11-24 19:21:53,513|Key.space|press
2021-11-24 19:21:53,541|'e'|release
2021-11-24 19:21:53,622|Key.space|release
2021-11-24 19:21:53,651|'v'|press
2021-11-24 19:21:53,733|'v'|release
2021-11-24 19:21:53,736|'i'|press
2021-11-24 19:21:53,823|'e'|press
2021-11-24 19:21:53,827|'i'|release
2021-11-24 19:21:53,926|'e'|release
2021-11-24 19:21:53,929|'u'|press
2021-11-24 19:21:54,037|'x'|press
2021-11-24 19:21:54,040|'u'|release
2021-11-24 19:21:54,128|'x'|release
2021-11-24 19:21:54,168|Key.space|press
2021-11-24 19:21:54,260|Key.space|release
2021-11-24 19:21:54,280|'w'|press
2021-11-24 19:21:54,361|'w'|release
2021-11-24 19:21:54,382|'h'|press
2021-11-24 19:21:54,463|'h'|release
2021-11-24 19:21:54,563|'u'|press
2021-11-24 19:21:54,615|'u'|release
2021-11-24 19:21:54,909|Key.backspace|press
2021-11-24 19:21:55,010|Key.backspace|release
2021-11-24 19:21:55,080|'i'|press
2021-11-24 19:21:55,152|'i'|release
