2021-11-03 08:46:52,874;Key.enter;release
2021-11-03 08:46:55,775;Key.shift;press
2021-11-03 08:46:55,883;'P';press
2021-11-03 08:46:55,926;'P';release
2021-11-03 08:46:56,081;Key.shift;release
2021-11-03 08:46:56,397;'o';press
2021-11-03 08:46:56,498;'r';press
2021-11-03 08:46:56,500;'o';release
2021-11-03 08:46:56,598;'r';release
2021-11-03 08:46:56,679;'t';press
2021-11-03 08:46:56,754;'t';release
2021-11-03 08:46:56,922;'e';press
2021-11-03 08:46:57,022;'z';press
2021-11-03 08:46:57,091;'e';release
2021-11-03 08:46:57,112;Key.space;press
2021-11-03 08:46:57,189;'z';release
2021-11-03 08:46:57,234;Key.space;release
2021-11-03 08:46:57,393;'c';press
2021-11-03 08:46:57,496;'c';release
2021-11-03 08:46:57,561;'e';press
2021-11-03 08:46:57,636;Key.space;press
2021-11-03 08:46:57,666;'e';release
2021-11-03 08:46:57,708;Key.space;release
2021-11-03 08:46:57,796;'v';press
2021-11-03 08:46:57,872;'v';release
2021-11-03 08:46:57,887;'i';press
2021-11-03 08:46:57,978;'i';release
2021-11-03 08:46:58,046;'e';press
2021-11-03 08:46:58,149;'u';press
2021-11-03 08:46:58,151;'e';release
2021-11-03 08:46:58,243;'u';release
2021-11-03 08:46:58,298;'x';press
2021-11-03 08:46:58,409;Key.space;press
2021-11-03 08:46:58,413;'x';release
2021-11-03 08:46:58,509;Key.space;release
2021-11-03 08:46:59,650;'w';press
2021-11-03 08:46:59,749;'w';release
2021-11-03 08:46:59,899;'h';press
2021-11-03 08:46:59,991;'h';release
2021-11-03 08:47:00,086;'i';press
2021-11-03 08:47:00,154;'s';press
2021-11-03 08:47:00,193;'i';release
2021-11-03 08:47:00,243;'s';release
2021-11-03 08:47:00,350;'k';press
2021-11-03 08:47:00,454;'k';release
2021-11-03 08:47:00,458;'e';press
2021-11-03 08:47:00,538;'e';release
2021-11-03 08:47:01,088;'y';press
2021-11-03 08:47:01,198;'y';release
2021-11-03 08:47:01,464;Key.space;press
2021-11-03 08:47:01,557;Key.space;release
2021-11-03 08:47:01,577;'a';press
2021-11-03 08:47:01,647;'u';press
2021-11-03 08:47:01,687;'a';release
2021-11-03 08:47:01,732;Key.space;press
2021-11-03 08:47:01,745;'u';release
2021-11-03 08:47:01,807;Key.space;release
2021-11-03 08:47:01,823;'j';press
2021-11-03 08:47:01,923;'j';release
2021-11-03 08:47:01,977;'u';press
2021-11-03 08:47:02,061;'u';release
2021-11-03 08:47:02,066;'g';press
2021-11-03 08:47:02,141;'g';release
2021-11-03 08:47:02,221;'e';press
2021-11-03 08:47:02,275;Key.space;press
2021-11-03 08:47:02,322;'e';release
2021-11-03 08:47:02,361;Key.space;release
2021-11-03 08:47:02,446;'b';press
2021-11-03 08:47:02,504;'l';press
2021-11-03 08:47:02,534;'b';release
2021-11-03 08:47:02,587;'l';release
2021-11-03 08:47:02,640;'o';press
2021-11-03 08:47:02,717;'o';release
2021-11-03 08:47:02,794;'n';press
2021-11-03 08:47:02,854;'d';press
2021-11-03 08:47:02,889;'n';release
2021-11-03 08:47:02,928;Key.space;press
2021-11-03 08:47:02,972;'d';release
2021-11-03 08:47:03,019;Key.space;release
2021-11-03 08:47:03,028;'q';press
2021-11-03 08:47:03,083;'u';press
2021-11-03 08:47:03,118;'q';release
2021-11-03 08:47:03,164;'u';release
2021-11-03 08:47:03,243;'i';press
2021-11-03 08:47:03,332;Key.space;press
2021-11-03 08:47:03,354;'i';release
2021-11-03 08:47:03,411;Key.space;release
2021-11-03 08:47:03,517;'f';press
2021-11-03 08:47:03,593;'u';press
2021-11-03 08:47:03,605;'f';release
2021-11-03 08:47:03,669;'u';release
2021-11-03 08:47:03,787;'m';press
2021-11-03 08:47:03,860;'e';press
2021-11-03 08:47:03,893;'m';release
2021-11-03 08:47:03,939;'e';release
2021-11-03 08:47:03,976;Key.shift;press
2021-11-03 08:47:03,998;'.';press
2021-11-03 08:47:04,111;'.';release
2021-11-03 08:47:04,182;Key.shift;release
2021-11-03 08:47:04,860;Key.enter;press
2021-11-03 08:47:04,972;Key.enter;release
2021-11-03 08:47:05,609;Key.shift;press
2021-11-03 08:47:05,761;'J';press
2021-11-03 08:47:05,854;'J';release
2021-11-03 08:47:05,886;Key.shift;release
2021-11-03 08:47:05,956;'o';press
2021-11-03 08:47:06,024;'y';press
2021-11-03 08:47:06,048;'o';release
2021-11-03 08:47:06,107;'y';release
2021-11-03 08:47:06,210;'e';press
2021-11-03 08:47:06,282;'u';press
2021-11-03 08:47:06,305;'e';release
2021-11-03 08:47:06,373;'u';release
2021-11-03 08:47:06,388;'x';press
2021-11-03 08:47:06,508;'x';release
2021-11-03 08:47:06,578;',';press
2021-11-03 08:47:06,681;',';release
2021-11-03 08:47:06,719;Key.space;press
2021-11-03 08:47:06,825;Key.space;release
2021-11-03 08:47:06,947;'i';press
2021-11-03 08:47:07,046;'i';release
2021-11-03 08:47:07,087;'v';press
2021-11-03 08:47:07,185;'v';release
2021-11-03 08:47:07,370;'r';press
2021-11-03 08:47:07,466;'r';release
2021-11-03 08:47:07,560;'e';press
2021-11-03 08:47:07,657;'e';release
2021-11-03 08:47:07,931;',';press
2021-11-03 08:47:08,015;',';release
2021-11-03 08:47:08,032;Key.space;press
2021-11-03 08:47:08,130;Key.space;release
2021-11-03 08:47:08,156;'f';press
2021-11-03 08:47:08,260;'f';release
2021-11-03 08:47:08,262;'a';press
2021-11-03 08:47:08,357;'a';release
2021-11-03 08:47:08,392;'t';press
2021-11-03 08:47:08,489;'t';release
2021-11-03 08:47:08,531;'i';press
2021-11-03 08:47:08,617;'i';release
2021-11-03 08:47:08,836;'g';press
2021-11-03 08:47:08,938;'g';release
2021-11-03 08:47:08,950;'u';press
2021-11-03 08:47:09,036;'u';release
2021-11-03 08:47:09,039;'é';press
2021-11-03 08:47:09,138;'é';release
2021-11-03 08:47:09,261;',';press
2021-11-03 08:47:09,375;',';release
2021-11-03 08:47:09,383;Key.space;press
2021-11-03 08:47:09,501;Key.space;release
2021-11-03 08:47:09,552;'l';press
2021-11-03 08:47:09,642;'e';press
2021-11-03 08:47:09,660;'l';release
2021-11-03 08:47:09,712;Key.space;press
2021-11-03 08:47:09,748;'e';release
2021-11-03 08:47:09,781;'n';press
2021-11-03 08:47:09,799;Key.space;release
2021-11-03 08:47:09,856;'e';press
2021-11-03 08:47:09,900;'n';release
2021-11-03 08:47:09,944;'z';press
2021-11-03 08:47:10,001;Key.space;press
2021-11-03 08:47:10,004;'e';release
2021-11-03 08:47:10,073;'z';release
2021-11-03 08:47:10,107;Key.space;release
2021-11-03 08:47:10,137;'q';press
2021-11-03 08:47:10,186;'u';press
2021-11-03 08:47:10,243;'q';release
2021-11-03 08:47:10,268;'u';release
2021-11-03 08:47:10,341;'i';press
2021-11-03 08:47:10,390;Key.space;press
2021-11-03 08:47:10,421;'i';release
2021-11-03 08:47:10,474;Key.space;release
2021-11-03 08:47:10,503;'p';press
2021-11-03 08:47:10,614;'p';release
2021-11-03 08:47:10,675;'i';press
2021-11-03 08:47:10,770;'q';press
2021-11-03 08:47:10,774;'i';release
2021-11-03 08:47:10,851;'u';press
2021-11-03 08:47:10,876;'q';release
2021-11-03 08:47:10,924;'u';release
2021-11-03 08:47:10,930;'e';press
2021-11-03 08:47:11,014;'e';release
2021-11-03 08:47:11,039;',';press
2021-11-03 08:47:11,183;',';release
2021-11-03 08:47:11,251;Key.space;press
2021-11-03 08:47:11,353;Key.space;release
2021-11-03 08:47:11,421;Key.shift;press
2021-11-03 08:47:11,466;'C';press
2021-11-03 08:47:11,549;'C';release
2021-11-03 08:47:11,575;Key.shift;release
2021-11-03 08:47:11,586;'l';press
2021-11-03 08:47:11,662;'l';release
2021-11-03 08:47:11,706;'o';press
2021-11-03 08:47:11,794;'w';press
2021-11-03 08:47:11,813;'o';release
2021-11-03 08:47:11,913;'w';release
2021-11-03 08:47:11,916;'n';press
2021-11-03 08:47:12,004;Key.space;press
2021-11-03 08:47:12,006;'n';release
2021-11-03 08:47:12,100;Key.space;release
2021-11-03 08:47:12,116;Key.shift;press
2021-11-03 08:47:12,167;'H';press
2021-11-03 08:47:12,277;'H';release
2021-11-03 08:47:12,286;Key.shift;release
2021-11-03 08:47:12,319;'a';press
2021-11-03 08:47:12,437;'a';release
2021-11-03 08:47:12,463;'r';press
2021-11-03 08:47:12,551;'r';release
2021-11-03 08:47:12,709;'y';press
2021-11-03 08:47:12,804;'y';release
2021-11-03 08:47:12,868;Key.space;press
2021-11-03 08:47:12,959;Key.space;release
2021-11-03 08:47:13,036;'s';press
2021-11-03 08:47:13,130;'k';press
2021-11-03 08:47:13,140;'s';release
2021-11-03 08:47:13,215;'k';release
