2021-11-03 08:53:57,008;Key.enter;release
2021-11-03 08:53:59,526;Key.ctrl_l;press
2021-11-03 08:53:59,588;'\x01';press
2021-11-03 08:53:59,702;'\x01';release
2021-11-03 08:53:59,718;Key.ctrl_l;release
2021-11-03 08:53:59,788;Key.backspace;press
2021-11-03 08:53:59,871;Key.backspace;release
2021-11-03 08:54:13,976;Key.enter;release
2021-11-03 08:54:16,052;Key.shift;press
2021-11-03 08:54:16,155;'P';press
2021-11-03 08:54:16,264;'P';release
2021-11-03 08:54:16,276;Key.shift;release
2021-11-03 08:54:16,344;'o';press
2021-11-03 08:54:16,419;'r';press
2021-11-03 08:54:16,449;'o';release
2021-11-03 08:54:16,524;'r';release
2021-11-03 08:54:16,620;'t';press
2021-11-03 08:54:16,721;'t';release
2021-11-03 08:54:16,885;'e';press
2021-11-03 08:54:16,966;'z';press
2021-11-03 08:54:17,033;'e';release
2021-11-03 08:54:17,071;Key.space;press
2021-11-03 08:54:17,125;'z';release
2021-11-03 08:54:17,172;Key.space;release
2021-11-03 08:54:17,281;'c';press
2021-11-03 08:54:17,393;'c';release
2021-11-03 08:54:17,483;'e';press
2021-11-03 08:54:17,559;Key.space;press
2021-11-03 08:54:17,590;'e';release
2021-11-03 08:54:17,648;Key.space;release
2021-11-03 08:54:17,731;'v';press
2021-11-03 08:54:17,817;'v';release
2021-11-03 08:54:17,826;'i';press
2021-11-03 08:54:17,936;'e';press
2021-11-03 08:54:17,938;'i';release
2021-11-03 08:54:18,027;'e';release
2021-11-03 08:54:18,031;'u';press
2021-11-03 08:54:18,132;'u';release
2021-11-03 08:54:18,165;'x';press
2021-11-03 08:54:18,309;'x';release
2021-11-03 08:54:18,325;Key.space;press
2021-11-03 08:54:18,412;Key.space;release
2021-11-03 08:54:18,468;'w';press
2021-11-03 08:54:18,603;'w';release
2021-11-03 08:54:18,704;'h';press
2021-11-03 08:54:18,800;'h';release
2021-11-03 08:54:18,914;'i';press
2021-11-03 08:54:19,039;'i';release
2021-11-03 08:54:19,043;'s';press
2021-11-03 08:54:19,123;'s';release
2021-11-03 08:54:19,219;'k';press
2021-11-03 08:54:19,320;'k';release
2021-11-03 08:54:19,405;'y';press
2021-11-03 08:54:19,504;'y';release
2021-11-03 08:54:19,892;Key.space;press
2021-11-03 08:54:19,979;Key.space;release
2021-11-03 08:54:20,005;'a';press
2021-11-03 08:54:20,096;'u';press
2021-11-03 08:54:20,108;'a';release
2021-11-03 08:54:20,175;Key.space;press
2021-11-03 08:54:20,195;'u';release
2021-11-03 08:54:20,263;Key.space;release
2021-11-03 08:54:20,291;'j';press
2021-11-03 08:54:20,378;'j';release
2021-11-03 08:54:20,745;'u';press
2021-11-03 08:54:20,834;'g';press
2021-11-03 08:54:20,838;'u';release
2021-11-03 08:54:20,896;'g';release
2021-11-03 08:54:20,989;'e';press
2021-11-03 08:54:21,039;Key.space;press
2021-11-03 08:54:21,088;'e';release
2021-11-03 08:54:21,126;Key.space;release
2021-11-03 08:54:21,219;'b';press
2021-11-03 08:54:21,290;'b';release
2021-11-03 08:54:21,294;'l';press
2021-11-03 08:54:21,369;'l';release
2021-11-03 08:54:21,423;'o';press
2021-11-03 08:54:21,519;'o';release
2021-11-03 08:54:21,607;'n';press
2021-11-03 08:54:21,642;'d';press
2021-11-03 08:54:21,709;'n';release
2021-11-03 08:54:21,713;Key.space;press
2021-11-03 08:54:21,753;'d';release
2021-11-03 08:54:21,808;Key.space;release
2021-11-03 08:54:21,811;'q';press
2021-11-03 08:54:21,900;'u';press
2021-11-03 08:54:21,913;'q';release
2021-11-03 08:54:21,996;'u';release
2021-11-03 08:54:22,059;'i';press
2021-11-03 08:54:22,134;Key.space;press
2021-11-03 08:54:22,174;'i';release
2021-11-03 08:54:22,230;Key.space;release
2021-11-03 08:54:22,321;'f';press
2021-11-03 08:54:22,376;'u';press
2021-11-03 08:54:22,409;'f';release
2021-11-03 08:54:22,456;'u';release
2021-11-03 08:54:22,587;'m';press
2021-11-03 08:54:22,666;'e';press
2021-11-03 08:54:22,705;'m';release
2021-11-03 08:54:22,733;'e';release
2021-11-03 08:54:22,786;Key.shift;press
2021-11-03 08:54:22,827;'.';press
2021-11-03 08:54:22,926;'.';release
2021-11-03 08:54:22,961;Key.shift;release
2021-11-03 08:54:23,490;Key.enter;press
2021-11-03 08:54:23,599;Key.enter;release
2021-11-03 08:54:24,115;Key.shift;press
2021-11-03 08:54:24,170;'J';press
2021-11-03 08:54:24,264;'J';release
