|Key|Shift|HD_mean|HD_std|DL_mean|DL_std
0|Key.shift|1|0.26069230769230767|0.19485692588348003|-0.11928205128205127|0.21605664998474322
1|'P'|1|0.097|0.012617448236470005|0.1276|0.032462901903557544
2|'o'|0|0.07928571428571428|0.014217107988431787|0.11958441558441558|0.20253865115496214
3|'r'|0|0.08255696202531645|0.020572654109273888|0.06975949367088606|0.09268460404830854
4|'t'|0|0.08130434782608698|0.011328819665324884|0.05263043478260869|0.07343448979270784
5|'e'|0|0.08286153846153844|0.020189012185289096|0.053200000000000004|0.2886838675517137
6|'z'|0|0.0975609756097561|0.02596437407293704|0.04724390243902439|0.11927520554558561
7|Key.space|0|0.07703988603988603|0.012484228408731236|0.10648285714285714|0.13282053839827695
8|'c'|0|0.08730303030303031|0.012510564865005335|0.08263636363636365|0.14439986950842298
9|'v'|0|0.0786774193548387|0.014092750588395517|0.08103225806451611|0.15679748267214147
10|'i'|0|0.0862|0.013724195728242029|0.05352903225806452|0.08886055111366778
11|'u'|0|0.08488194444444444|0.011981175354939198|0.05470833333333333|0.07523305226280387
12|Key.backspace|0|0.07610714285714286|0.011727072724848155|1.5477619047619047|9.123781428900973
13|'x'|0|0.09484|0.011484528723460969|0.0378|0.09194085055077532
14|'w'|0|0.10140909090909091|0.020346228354770395|0.09413636363636364|0.14855066336700373
15|'h'|0|0.07666666666666667|0.01577621275493231|0.04923809523809524|0.11436404061962865
16|'s'|0|0.09377647058823528|0.017647780377405397|0.041882352941176475|0.12257505856698157
17|'k'|0|0.08270370370370372|0.012140580298580566|0.08292592592592592|0.09243613447930411
18|'y'|0|0.0800487804878049|0.007996801859256277|0.10426829268292684|0.15163322635922993
19|'a'|0|0.09948275862068964|0.02227124431693242|0.038896551724137925|0.1209001710810193
20|'j'|0|0.09213333333333334|0.012170273437994544|0.03713333333333333|0.03337836957605263
21|'g'|0|0.07271875|0.011888109540103506|0.07518749999999999|0.08474721142167452
22|'b'|0|0.07872727272727273|0.01670469490759777|0.05551515151515152|0.08635238629543736
23|'l'|0|0.07801204819277108|0.014327910226811062|0.05667469879518072|0.08335121054674653
24|'n'|0|0.08272727272727272|0.011362545402176792|0.015045454545454544|0.09555922831261499
25|'d'|0|0.08386885245901639|0.014507742884445616|0.028688524590163935|0.05134918741949904
26|'q'|0|0.08438095238095238|0.01473407514985389|0.0036666666666666675|0.0603066239221604
27|'f'|0|0.08221875000000001|0.013408799291416813|0.07321875|0.14367253007599434
28|'m'|0|0.07741025641025641|0.014600172019917328|0.03338461538461538|0.07103722945358874
29|'.'|1|0.06970000000000001|0.010250691033616546|4.5282|15.551346913584903
30|Key.enter|0|0.07765384615384614|0.008104805353769158|0.7639615384615386|2.031694186572251
31|'J'|1|0.07475|0.014750000000000001|0.21325|0.2362166643147769
32|','|0|0.08911764705882352|0.016871657471517632|0.06549019607843137|0.09530248490660312
33|'é'|0|0.09864|0.03274859386294318|0.14512|0.17980730129780603
34|'p'|0|0.081875|0.01145030021440486|0.057687499999999996|0.04707005251484217
35|'C'|1|0.07239999999999999|0.016977632343763364|0.067|0.021826589289213286
36|'H'|1|0.08030000000000001|0.012490396310766122|0.12530000000000002|0.07266642966322208
37|'|0|0.10203225806451613|0.019639466307326905|0.037354838709677415|0.14746887006374335
38|'M'|1|0.08574999999999999|0.021264700797330772|0.09066666666666667|0.04636689432007377
39|'W'|1|0.0828|0.01242416999239788|0.18109999999999998|0.037877301910246984
40|'Y'|1|0.09414285714285715|0.02575948408660707|0.34885714285714287|0.16608382442216904
41|'B'|1|0.0817|0.014255174499107333|0.1092|0.06379937303767177
42|'X'|1|0.0948|0.011582745788456207|0.15019999999999997|0.11746556942355492
43|'è'|0|0.09459999999999999|0.009112628599915611|0.0034000000000000002|0.03205370493406339
44|'K'|1|0.078|0.005176871642217913|0.12|0.07955124134795133
45|'S'|1|0.087|0.006870225614927068|0.11699999999999999|0.027305677065401622
46|'-'|0|0.0799|0.009730878685915264|0.23260000000000006|0.07474650493501352
47|Key.ctrl_l|0|91.998|67.48648266134485|-91.916|67.47630420130216
48|'\x01'|0|0.08825|0.01094017824352053|1.6212500000000003|2.4484062545868484
49|Key.esc|0|0.106|0.0|22.446|0.0
50|Key.right|0|0.033|0.0|2.54|0.0
